Date_ID,Full_Date,Year,Month,Day,Quarter,Weekday_Name
228,16AUG2013,2013,8,16,3,Friday
229,17AUG2013,2013,8,17,3,Saturday
230,18AUG2013,2013,8,18,3,Sunday
231,19AUG2013,2013,8,19,3,Monday
232,20AUG2013,2013,8,20,3,Tuesday
233,21AUG2013,2013,8,21,3,Wednesday
234,22AUG2013,2013,8,22,3,Thursday
235,23AUG2013,2013,8,23,3,Friday
236,24AUG2013,2013,8,24,3,Saturday
237,25AUG2013,2013,8,25,3,Sunday
238,26AUG2013,2013,8,26,3,Monday
239,27AUG2013,2013,8,27,3,Tuesday
240,28AUG2013,2013,8,28,3,Wednesday
241,29AUG2013,2013,8,29,3,Thursday
242,30AUG2013,2013,8,30,3,Friday
243,31AUG2013,2013,8,31,3,Saturday
244,01SEP2013,2013,9,1,3,Sunday
245,02SEP2013,2013,9,2,3,Monday
246,03SEP2013,2013,9,3,3,Tuesday
247,04SEP2013,2013,9,4,3,Wednesday
248,05SEP2013,2013,9,5,3,Thursday
249,06SEP2013,2013,9,6,3,Friday
250,07SEP2013,2013,9,7,3,Saturday
251,08SEP2013,2013,9,8,3,Sunday
252,09SEP2013,2013,9,9,3,Monday
253,10SEP2013,2013,9,10,3,Tuesday
254,11SEP2013,2013,9,11,3,Wednesday
255,12SEP2013,2013,9,12,3,Thursday
256,13SEP2013,2013,9,13,3,Friday
257,14SEP2013,2013,9,14,3,Saturday
258,15SEP2013,2013,9,15,3,Sunday
259,16SEP2013,2013,9,16,3,Monday
260,17SEP2013,2013,9,17,3,Tuesday
261,18SEP2013,2013,9,18,3,Wednesday
262,19SEP2013,2013,9,19,3,Thursday
263,20SEP2013,2013,9,20,3,Friday
264,21SEP2013,2013,9,21,3,Saturday
265,22SEP2013,2013,9,22,3,Sunday
266,23SEP2013,2013,9,23,3,Monday
267,24SEP2013,2013,9,24,3,Tuesday
268,25SEP2013,2013,9,25,3,Wednesday
269,26SEP2013,2013,9,26,3,Thursday
270,27SEP2013,2013,9,27,3,Friday
271,28SEP2013,2013,9,28,3,Saturday
272,29SEP2013,2013,9,29,3,Sunday
273,30SEP2013,2013,9,30,3,Monday
274,01OCT2013,2013,10,1,4,Tuesday
275,02OCT2013,2013,10,2,4,Wednesday
276,03OCT2013,2013,10,3,4,Thursday
277,04OCT2013,2013,10,4,4,Friday
278,05OCT2013,2013,10,5,4,Saturday
279,06OCT2013,2013,10,6,4,Sunday
280,07OCT2013,2013,10,7,4,Monday
281,08OCT2013,2013,10,8,4,Tuesday
282,09OCT2013,2013,10,9,4,Wednesday
283,10OCT2013,2013,10,10,4,Thursday
284,11OCT2013,2013,10,11,4,Friday
285,12OCT2013,2013,10,12,4,Saturday
286,13OCT2013,2013,10,13,4,Sunday
287,14OCT2013,2013,10,14,4,Monday
288,15OCT2013,2013,10,15,4,Tuesday
289,16OCT2013,2013,10,16,4,Wednesday
290,17OCT2013,2013,10,17,4,Thursday
291,18OCT2013,2013,10,18,4,Friday
292,19OCT2013,2013,10,19,4,Saturday
293,20OCT2013,2013,10,20,4,Sunday
294,21OCT2013,2013,10,21,4,Monday
295,22OCT2013,2013,10,22,4,Tuesday
296,23OCT2013,2013,10,23,4,Wednesday
297,24OCT2013,2013,10,24,4,Thursday
298,25OCT2013,2013,10,25,4,Friday
299,26OCT2013,2013,10,26,4,Saturday
300,27OCT2013,2013,10,27,4,Sunday
301,28OCT2013,2013,10,28,4,Monday
302,29OCT2013,2013,10,29,4,Tuesday
303,30OCT2013,2013,10,30,4,Wednesday
304,31OCT2013,2013,10,31,4,Thursday
305,01NOV2013,2013,11,1,4,Friday
306,02NOV2013,2013,11,2,4,Saturday
307,03NOV2013,2013,11,3,4,Sunday
308,04NOV2013,2013,11,4,4,Monday
309,05NOV2013,2013,11,5,4,Tuesday
310,06NOV2013,2013,11,6,4,Wednesday
311,07NOV2013,2013,11,7,4,Thursday
312,08NOV2013,2013,11,8,4,Friday
313,09NOV2013,2013,11,9,4,Saturday
314,10NOV2013,2013,11,10,4,Sunday
315,11NOV2013,2013,11,11,4,Monday
316,12NOV2013,2013,11,12,4,Tuesday
317,13NOV2013,2013,11,13,4,Wednesday
318,14NOV2013,2013,11,14,4,Thursday
319,15NOV2013,2013,11,15,4,Friday
320,16NOV2013,2013,11,16,4,Saturday
321,17NOV2013,2013,11,17,4,Sunday
322,18NOV2013,2013,11,18,4,Monday
323,19NOV2013,2013,11,19,4,Tuesday
324,20NOV2013,2013,11,20,4,Wednesday
325,21NOV2013,2013,11,21,4,Thursday
326,22NOV2013,2013,11,22,4,Friday
327,23NOV2013,2013,11,23,4,Saturday
328,24NOV2013,2013,11,24,4,Sunday
329,25NOV2013,2013,11,25,4,Monday
330,26NOV2013,2013,11,26,4,Tuesday
331,27NOV2013,2013,11,27,4,Wednesday
332,28NOV2013,2013,11,28,4,Thursday
333,29NOV2013,2013,11,29,4,Friday
334,30NOV2013,2013,11,30,4,Saturday
335,01DEC2013,2013,12,1,4,Sunday
336,02DEC2013,2013,12,2,4,Monday
337,03DEC2013,2013,12,3,4,Tuesday
338,04DEC2013,2013,12,4,4,Wednesday
339,05DEC2013,2013,12,5,4,Thursday
340,06DEC2013,2013,12,6,4,Friday
341,07DEC2013,2013,12,7,4,Saturday
342,08DEC2013,2013,12,8,4,Sunday
343,09DEC2013,2013,12,9,4,Monday
344,10DEC2013,2013,12,10,4,Tuesday
345,11DEC2013,2013,12,11,4,Wednesday
346,12DEC2013,2013,12,12,4,Thursday
347,13DEC2013,2013,12,13,4,Friday
348,14DEC2013,2013,12,14,4,Saturday
349,15DEC2013,2013,12,15,4,Sunday
350,16DEC2013,2013,12,16,4,Monday
351,17DEC2013,2013,12,17,4,Tuesday
352,18DEC2013,2013,12,18,4,Wednesday
353,19DEC2013,2013,12,19,4,Thursday
354,20DEC2013,2013,12,20,4,Friday
355,21DEC2013,2013,12,21,4,Saturday
356,22DEC2013,2013,12,22,4,Sunday
357,23DEC2013,2013,12,23,4,Monday
358,24DEC2013,2013,12,24,4,Tuesday
359,25DEC2013,2013,12,25,4,Wednesday
360,26DEC2013,2013,12,26,4,Thursday
361,27DEC2013,2013,12,27,4,Friday
362,28DEC2013,2013,12,28,4,Saturday
363,29DEC2013,2013,12,29,4,Sunday
364,30DEC2013,2013,12,30,4,Monday
365,31DEC2013,2013,12,31,4,Tuesday
366,01JAN2014,2014,1,1,1,Wednesday
367,02JAN2014,2014,1,2,1,Thursday
368,03JAN2014,2014,1,3,1,Friday
369,04JAN2014,2014,1,4,1,Saturday
370,05JAN2014,2014,1,5,1,Sunday
371,06JAN2014,2014,1,6,1,Monday
372,07JAN2014,2014,1,7,1,Tuesday
373,08JAN2014,2014,1,8,1,Wednesday
374,09JAN2014,2014,1,9,1,Thursday
375,10JAN2014,2014,1,10,1,Friday
376,11JAN2014,2014,1,11,1,Saturday
377,12JAN2014,2014,1,12,1,Sunday
378,13JAN2014,2014,1,13,1,Monday
379,14JAN2014,2014,1,14,1,Tuesday
380,15JAN2014,2014,1,15,1,Wednesday
381,16JAN2014,2014,1,16,1,Thursday
382,17JAN2014,2014,1,17,1,Friday
383,18JAN2014,2014,1,18,1,Saturday
384,19JAN2014,2014,1,19,1,Sunday
385,20JAN2014,2014,1,20,1,Monday
386,21JAN2014,2014,1,21,1,Tuesday
387,22JAN2014,2014,1,22,1,Wednesday
388,23JAN2014,2014,1,23,1,Thursday
389,24JAN2014,2014,1,24,1,Friday
390,25JAN2014,2014,1,25,1,Saturday
391,26JAN2014,2014,1,26,1,Sunday
392,27JAN2014,2014,1,27,1,Monday
393,28JAN2014,2014,1,28,1,Tuesday
394,29JAN2014,2014,1,29,1,Wednesday
395,30JAN2014,2014,1,30,1,Thursday
396,31JAN2014,2014,1,31,1,Friday
397,01FEB2014,2014,2,1,1,Saturday
398,02FEB2014,2014,2,2,1,Sunday
399,03FEB2014,2014,2,3,1,Monday
400,04FEB2014,2014,2,4,1,Tuesday
401,05FEB2014,2014,2,5,1,Wednesday
402,06FEB2014,2014,2,6,1,Thursday
403,07FEB2014,2014,2,7,1,Friday
404,08FEB2014,2014,2,8,1,Saturday
405,09FEB2014,2014,2,9,1,Sunday
406,10FEB2014,2014,2,10,1,Monday
407,11FEB2014,2014,2,11,1,Tuesday
408,12FEB2014,2014,2,12,1,Wednesday
409,13FEB2014,2014,2,13,1,Thursday
410,14FEB2014,2014,2,14,1,Friday
411,15FEB2014,2014,2,15,1,Saturday
412,16FEB2014,2014,2,16,1,Sunday
413,17FEB2014,2014,2,17,1,Monday
414,18FEB2014,2014,2,18,1,Tuesday
415,19FEB2014,2014,2,19,1,Wednesday
416,20FEB2014,2014,2,20,1,Thursday
417,21FEB2014,2014,2,21,1,Friday
418,22FEB2014,2014,2,22,1,Saturday
419,23FEB2014,2014,2,23,1,Sunday
420,24FEB2014,2014,2,24,1,Monday
421,25FEB2014,2014,2,25,1,Tuesday
422,26FEB2014,2014,2,26,1,Wednesday
423,27FEB2014,2014,2,27,1,Thursday
424,28FEB2014,2014,2,28,1,Friday
425,01MAR2014,2014,3,1,1,Saturday
426,02MAR2014,2014,3,2,1,Sunday
427,03MAR2014,2014,3,3,1,Monday
428,04MAR2014,2014,3,4,1,Tuesday
429,05MAR2014,2014,3,5,1,Wednesday
430,06MAR2014,2014,3,6,1,Thursday
431,07MAR2014,2014,3,7,1,Friday
432,08MAR2014,2014,3,8,1,Saturday
433,09MAR2014,2014,3,9,1,Sunday
434,10MAR2014,2014,3,10,1,Monday
435,11MAR2014,2014,3,11,1,Tuesday
436,12MAR2014,2014,3,12,1,Wednesday
437,13MAR2014,2014,3,13,1,Thursday
438,14MAR2014,2014,3,14,1,Friday
439,15MAR2014,2014,3,15,1,Saturday
440,16MAR2014,2014,3,16,1,Sunday
441,17MAR2014,2014,3,17,1,Monday
442,18MAR2014,2014,3,18,1,Tuesday
443,19MAR2014,2014,3,19,1,Wednesday
444,20MAR2014,2014,3,20,1,Thursday
445,21MAR2014,2014,3,21,1,Friday
446,22MAR2014,2014,3,22,1,Saturday
447,23MAR2014,2014,3,23,1,Sunday
448,24MAR2014,2014,3,24,1,Monday
449,25MAR2014,2014,3,25,1,Tuesday
450,26MAR2014,2014,3,26,1,Wednesday
451,27MAR2014,2014,3,27,1,Thursday
452,28MAR2014,2014,3,28,1,Friday
453,29MAR2014,2014,3,29,1,Saturday
454,30MAR2014,2014,3,30,1,Sunday
455,31MAR2014,2014,3,31,1,Monday
456,01APR2014,2014,4,1,2,Tuesday
457,02APR2014,2014,4,2,2,Wednesday
458,03APR2014,2014,4,3,2,Thursday
459,04APR2014,2014,4,4,2,Friday
460,05APR2014,2014,4,5,2,Saturday
461,06APR2014,2014,4,6,2,Sunday
462,07APR2014,2014,4,7,2,Monday
463,08APR2014,2014,4,8,2,Tuesday
464,09APR2014,2014,4,9,2,Wednesday
465,10APR2014,2014,4,10,2,Thursday
466,11APR2014,2014,4,11,2,Friday
467,12APR2014,2014,4,12,2,Saturday
468,13APR2014,2014,4,13,2,Sunday
469,14APR2014,2014,4,14,2,Monday
470,15APR2014,2014,4,15,2,Tuesday
471,16APR2014,2014,4,16,2,Wednesday
472,17APR2014,2014,4,17,2,Thursday
473,18APR2014,2014,4,18,2,Friday
474,19APR2014,2014,4,19,2,Saturday
475,20APR2014,2014,4,20,2,Sunday
476,21APR2014,2014,4,21,2,Monday
477,22APR2014,2014,4,22,2,Tuesday
478,23APR2014,2014,4,23,2,Wednesday
479,24APR2014,2014,4,24,2,Thursday
480,25APR2014,2014,4,25,2,Friday
481,26APR2014,2014,4,26,2,Saturday
482,27APR2014,2014,4,27,2,Sunday
483,28APR2014,2014,4,28,2,Monday
484,29APR2014,2014,4,29,2,Tuesday
485,30APR2014,2014,4,30,2,Wednesday
486,01MAY2014,2014,5,1,2,Thursday
487,02MAY2014,2014,5,2,2,Friday
488,03MAY2014,2014,5,3,2,Saturday
489,04MAY2014,2014,5,4,2,Sunday
490,05MAY2014,2014,5,5,2,Monday
491,06MAY2014,2014,5,6,2,Tuesday
492,07MAY2014,2014,5,7,2,Wednesday
493,08MAY2014,2014,5,8,2,Thursday
494,09MAY2014,2014,5,9,2,Friday
495,10MAY2014,2014,5,10,2,Saturday
496,11MAY2014,2014,5,11,2,Sunday
497,12MAY2014,2014,5,12,2,Monday
498,13MAY2014,2014,5,13,2,Tuesday
499,14MAY2014,2014,5,14,2,Wednesday
500,15MAY2014,2014,5,15,2,Thursday
501,16MAY2014,2014,5,16,2,Friday
502,17MAY2014,2014,5,17,2,Saturday
503,18MAY2014,2014,5,18,2,Sunday
504,19MAY2014,2014,5,19,2,Monday
505,20MAY2014,2014,5,20,2,Tuesday
