Date_ID,Full_Date,Year,Month,Day,Quarter,Weekday_Name
473,2014-04-18,2014,4,18,2,Friday
474,2014-04-19,2014,4,19,2,Saturday
475,2014-04-20,2014,4,20,2,Sunday
476,2014-04-21,2014,4,21,2,Monday
477,2014-04-22,2014,4,22,2,Tuesday
478,2014-04-23,2014,4,23,2,Wednesday
479,2014-04-24,2014,4,24,2,Thursday
480,2014-04-25,2014,4,25,2,Friday
481,2014-04-26,2014,4,26,2,Saturday
482,2014-04-27,2014,4,27,2,Sunday
483,2014-04-28,2014,4,28,2,Monday
484,2014-04-29,2014,4,29,2,Tuesday
485,2014-04-30,2014,4,30,2,Wednesday
486,2014-05-01,2014,5,1,2,Thursday
487,2014-05-02,2014,5,2,2,Friday
488,2014-05-03,2014,5,3,2,Saturday
489,2014-05-04,2014,5,4,2,Sunday
490,2014-05-05,2014,5,5,2,Monday
491,2014-05-06,2014,5,6,2,Tuesday
492,2014-05-07,2014,5,7,2,Wednesday
493,2014-05-08,2014,5,8,2,Thursday
494,2014-05-09,2014,5,9,2,Friday
495,2014-05-10,2014,5,10,2,Saturday
496,2014-05-11,2014,5,11,2,Sunday
497,2014-05-12,2014,5,12,2,Monday
498,2014-05-13,2014,5,13,2,Tuesday
499,2014-05-14,2014,5,14,2,Wednesday
500,2014-05-15,2014,5,15,2,Thursday
501,2014-05-16,2014,5,16,2,Friday
502,2014-05-17,2014,5,17,2,Saturday
503,2014-05-18,2014,5,18,2,Sunday
504,2014-05-19,2014,5,19,2,Monday
505,2014-05-20,2014,5,20,2,Tuesday
506,2014-05-21,2014,5,21,2,Wednesday
507,2014-05-22,2014,5,22,2,Thursday
508,2014-05-23,2014,5,23,2,Friday
509,2014-05-24,2014,5,24,2,Saturday
510,2014-05-25,2014,5,25,2,Sunday
511,2014-05-26,2014,5,26,2,Monday
512,2014-05-27,2014,5,27,2,Tuesday
513,2014-05-28,2014,5,28,2,Wednesday
514,2014-05-29,2014,5,29,2,Thursday
515,2014-05-30,2014,5,30,2,Friday
516,2014-05-31,2014,5,31,2,Saturday
517,2014-06-01,2014,6,1,2,Sunday
518,2014-06-02,2014,6,2,2,Monday
519,2014-06-03,2014,6,3,2,Tuesday
520,2014-06-04,2014,6,4,2,Wednesday
521,2014-06-05,2014,6,5,2,Thursday
522,2014-06-06,2014,6,6,2,Friday
523,2014-06-07,2014,6,7,2,Saturday
524,2014-06-08,2014,6,8,2,Sunday
525,2014-06-09,2014,6,9,2,Monday
526,2014-06-10,2014,6,10,2,Tuesday
527,2014-06-11,2014,6,11,2,Wednesday
528,2014-06-12,2014,6,12,2,Thursday
529,2014-06-13,2014,6,13,2,Friday
530,2014-06-14,2014,6,14,2,Saturday
531,2014-06-15,2014,6,15,2,Sunday
532,2014-06-16,2014,6,16,2,Monday
533,2014-06-17,2014,6,17,2,Tuesday
534,2014-06-18,2014,6,18,2,Wednesday
535,2014-06-19,2014,6,19,2,Thursday
536,2014-06-20,2014,6,20,2,Friday
537,2014-06-21,2014,6,21,2,Saturday
538,2014-06-22,2014,6,22,2,Sunday
539,2014-06-23,2014,6,23,2,Monday
540,2014-06-24,2014,6,24,2,Tuesday
541,2014-06-25,2014,6,25,2,Wednesday
542,2014-06-26,2014,6,26,2,Thursday
543,2014-06-27,2014,6,27,2,Friday
544,2014-06-28,2014,6,28,2,Saturday
545,2014-06-29,2014,6,29,2,Sunday
546,2014-06-30,2014,6,30,2,Monday
547,2014-07-01,2014,7,1,3,Tuesday
548,2014-07-02,2014,7,2,3,Wednesday
549,2014-07-03,2014,7,3,3,Thursday
550,2014-07-04,2014,7,4,3,Friday
551,2014-07-05,2014,7,5,3,Saturday
552,2014-07-06,2014,7,6,3,Sunday
553,2014-07-07,2014,7,7,3,Monday
554,2014-07-08,2014,7,8,3,Tuesday
555,2014-07-09,2014,7,9,3,Wednesday
556,2014-07-10,2014,7,10,3,Thursday
557,2014-07-11,2014,7,11,3,Friday
558,2014-07-12,2014,7,12,3,Saturday
559,2014-07-13,2014,7,13,3,Sunday
560,2014-07-14,2014,7,14,3,Monday
561,2014-07-15,2014,7,15,3,Tuesday
562,2014-07-16,2014,7,16,3,Wednesday
563,2014-07-17,2014,7,17,3,Thursday
564,2014-07-18,2014,7,18,3,Friday
565,2014-07-19,2014,7,19,3,Saturday
566,2014-07-20,2014,7,20,3,Sunday
567,2014-07-21,2014,7,21,3,Monday
568,2014-07-22,2014,7,22,3,Tuesday
569,2014-07-23,2014,7,23,3,Wednesday
570,2014-07-24,2014,7,24,3,Thursday
571,2014-07-25,2014,7,25,3,Friday
572,2014-07-26,2014,7,26,3,Saturday
573,2014-07-27,2014,7,27,3,Sunday
574,2014-07-28,2014,7,28,3,Monday
575,2014-07-29,2014,7,29,3,Tuesday
576,2014-07-30,2014,7,30,3,Wednesday
577,2014-07-31,2014,7,31,3,Thursday
578,2014-08-01,2014,8,1,3,Friday
579,2014-08-02,2014,8,2,3,Saturday
580,2014-08-03,2014,8,3,3,Sunday
581,2014-08-04,2014,8,4,3,Monday
582,2014-08-05,2014,8,5,3,Tuesday
583,2014-08-06,2014,8,6,3,Wednesday
584,2014-08-07,2014,8,7,3,Thursday
585,2014-08-08,2014,8,8,3,Friday
586,2014-08-09,2014,8,9,3,Saturday
587,2014-08-10,2014,8,10,3,Sunday
588,2014-08-11,2014,8,11,3,Monday
589,2014-08-12,2014,8,12,3,Tuesday
590,2014-08-13,2014,8,13,3,Wednesday
591,2014-08-14,2014,8,14,3,Thursday
592,2014-08-15,2014,8,15,3,Friday
593,2014-08-16,2014,8,16,3,Saturday
594,2014-08-17,2014,8,17,3,Sunday
595,2014-08-18,2014,8,18,3,Monday
596,2014-08-19,2014,8,19,3,Tuesday
597,2014-08-20,2014,8,20,3,Wednesday
598,2014-08-21,2014,8,21,3,Thursday
599,2014-08-22,2014,8,22,3,Friday
600,2014-08-23,2014,8,23,3,Saturday
601,2014-08-24,2014,8,24,3,Sunday
