Airport_Code,Airport_Name,City,State,Year,totalclaims
FAT,Fresno Yosemite International,Fresno,CA,2015,11
FAT,Fresno Yosemite International,Fresno,CA,2016,3
FAT,Fresno Yosemite International,Fresno,CA,2017,4
FAY,Fayetteville Regional,Fayetteville,NC,2013,1
FAY,Fayetteville Regional,Fayetteville,NC,2014,5
FAY,Fayetteville Regional,Fayetteville,NC,2015,3
FAY,Fayetteville Regional,Fayetteville,NC,2016,1
FAY,Fayetteville Regional,Fayetteville,NC,2017,3
FLG,Flagstaff Pulliam,Flagstaff,AZ,2013,1
FLG,Flagstaff Pulliam,Flagstaff,AZ,2014,2
FLG,Flagstaff Pulliam,Flagstaff,AZ,2017,3
FLL,Ft. Lauderdale-Hollywood International,Fort Lauderdale,FL,2013,196
FLL,Ft. Lauderdale-Hollywood International,Fort Lauderdale,FL,2014,199
FLL,Ft. Lauderdale-Hollywood International,Fort Lauderdale,FL,2015,152
FLL,Ft. Lauderdale-Hollywood International,Fort Lauderdale,FL,2016,206
FLL,Ft. Lauderdale-Hollywood International,Fort Lauderdale,FL,2017,239
FLO,Florence Regional,Florence,SC,2013,2
FLO,Florence Regional,Florence,SC,2014,1
FLO,Florence Regional,Florence,SC,2016,1
FLO,Florence Regional,Florence,SC,2017,1
FNT,"Bishop International, Flint",Flint,MI,2013,6
FNT,"Bishop International, Flint",Flint,MI,2014,4
FNT,"Bishop International, Flint",Flint,MI,2016,2
FNT,"Bishop International, Flint",Flint,MI,2017,3
FSD,Joe Foss Field,Sioux Falls,SD,2015,2
FSD,Joe Foss Field,Sioux Falls,SD,2016,3
FSD,Joe Foss Field,Sioux Falls,SD,2017,2
FSM,Fort Smith Municipal,Fort Smith,AR,2013,2
FSM,Fort Smith Municipal,Fort Smith,AR,2015,1
FSM,Fort Smith Municipal,Fort Smith,AR,2016,1
FWA,Ft. Wayne Municipal- Baer Field,Fort Wayne,IN,2013,2
FWA,Ft. Wayne Municipal- Baer Field,Fort Wayne,IN,2014,4
FWA,Ft. Wayne Municipal- Baer Field,Fort Wayne,IN,2015,3
FWA,Ft. Wayne Municipal- Baer Field,Fort Wayne,IN,2016,1
FWA,Ft. Wayne Municipal- Baer Field,Fort Wayne,IN,2017,5
GBD,Great Bend Municipal Airport,Great Bend,KS,2013,2
GCC,Gillette-Campbell County,Gillette,WY,2014,1
GCK,Garden City Municipal,Garden City,KS,2014,1
GCK,Garden City Municipal,Garden City,KS,2015,1
GCK,Garden City Municipal,Garden City,KS,2017,2
GEG,Spokane International,Spokane,WA,2013,35
GEG,Spokane International,Spokane,WA,2014,22
GEG,Spokane International,Spokane,WA,2015,15
GEG,Spokane International,Spokane,WA,2016,22
GEG,Spokane International,Spokane,WA,2017,18
GFK,Grand Forks - Mark Andrews International,Grand Forks,ND,2013,3
GFK,Grand Forks - Mark Andrews International,Grand Forks,ND,2014,4
GFK,Grand Forks - Mark Andrews International,Grand Forks,ND,2015,2
GGG,"Gregg County - Longview, TX",Longview,TX,2013,2
GGG,"Gregg County - Longview, TX",Longview,TX,2015,3
GGG,"Gregg County - Longview, TX",Longview,TX,2017,3
GJT,Walker Field,Grand Junction,CO,2013,2
GJT,Walker Field,Grand Junction,CO,2014,2
GJT,Walker Field,Grand Junction,CO,2015,3
GJT,Walker Field,Grand Junction,CO,2016,4
GJT,Walker Field,Grand Junction,CO,2017,2
GLH,Mid Delta Regional,Greenville,MS,2013,2
GNV,Gainesville Regional,Gainesville,FL,2013,2
GNV,Gainesville Regional,Gainesville,FL,2014,2
GNV,Gainesville Regional,Gainesville,FL,2016,2
GNV,Gainesville Regional,Gainesville,FL,2017,2
GPI,"Glacier Park Int., Kalispell, MT",Kalispell,MT,2013,5
GPI,"Glacier Park Int., Kalispell, MT",Kalispell,MT,2014,4
GPT,Gulfport-Biloxi International,Gulfport,MS,2013,5
GPT,Gulfport-Biloxi International,Gulfport,MS,2014,4
GPT,Gulfport-Biloxi International,Gulfport,MS,2015,9
GPT,Gulfport-Biloxi International,Gulfport,MS,2016,3
GPT,Gulfport-Biloxi International,Gulfport,MS,2017,6
GRB,Austin Straubel International,Green Bay,WI,2013,5
GRB,Austin Straubel International,Green Bay,WI,2014,4
GRB,Austin Straubel International,Green Bay,WI,2015,2
GRB,Austin Straubel International,Green Bay,WI,2016,4
GRB,Austin Straubel International,Green Bay,WI,2017,2
GRI,Central Nebraska Regional,Grand Island,NE,2013,1
GRI,Central Nebraska Regional,Grand Island,NE,2014,3
GRI,Central Nebraska Regional,Grand Island,NE,2015,2
GRI,Central Nebraska Regional,Grand Island,NE,2016,1
GRK,Kileen - Ft. Hood Regional,Fort Hood/Killeen,TX,2013,1
GRK,Kileen - Ft. Hood Regional,Fort Hood/Killeen,TX,2014,5
GRK,Kileen - Ft. Hood Regional,Fort Hood/Killeen,TX,2015,7
GRK,Kileen - Ft. Hood Regional,Fort Hood/Killeen,TX,2016,3
GRK,Kileen - Ft. Hood Regional,Fort Hood/Killeen,TX,2017,4
GRO,Rota,Rota Island,CQ,2015,1
GRR,Gerald R. Ford International Airport,Grand Rapids,MI,2013,5
GRR,Gerald R. Ford International Airport,Grand Rapids,MI,2014,16
GRR,Gerald R. Ford International Airport,Grand Rapids,MI,2015,9
GRR,Gerald R. Ford International Airport,Grand Rapids,MI,2016,17
GRR,Gerald R. Ford International Airport,Grand Rapids,MI,2017,4
GSN,Saipan International,Saipan Island,CQ,2013,1
GSO,Piedmont Triad International Airport,Greensboro,NC,2013,12
GSO,Piedmont Triad International Airport,Greensboro,NC,2014,2
GSO,Piedmont Triad International Airport,Greensboro,NC,2015,11
GSO,Piedmont Triad International Airport,Greensboro,NC,2016,13
GSO,Piedmont Triad International Airport,Greensboro,NC,2017,10
GSP,Greenville-Spartanburg,Greer,SC,2013,17
GSP,Greenville-Spartanburg,Greer,SC,2014,6
GSP,Greenville-Spartanburg,Greer,SC,2015,6
GSP,Greenville-Spartanburg,Greer,SC,2016,14
GSP,Greenville-Spartanburg,Greer,SC,2017,11
GST,Gustavus,Gustavus,AK,2014,1
GST,Gustavus,Gustavus,AK,2015,1
GTF,Great Falls International,Great Falls,MT,2013,1
GTF,Great Falls International,Great Falls,MT,2014,1
GTF,Great Falls International,Great Falls,MT,2016,2
GTF,Great Falls International,Great Falls,MT,2017,1
GTR,Golden Triangle Regional,Columbus/W Point/Starkville,MS,2013,3
GTR,Golden Triangle Regional,Columbus/W Point/Starkville,MS,2014,1
GTR,Golden Triangle Regional,Columbus/W Point/Starkville,MS,2017,1
GUC,Gunnison - Crested Butte Regional Airport,Gunnison,CO,2013,2
GUC,Gunnison - Crested Butte Regional Airport,Gunnison,CO,2014,1
GUM,Guam,Guam,GU,2013,10
GUM,Guam,Guam,GU,2014,5
GUM,Guam,Guam,GU,2015,4
GUM,Guam,Guam,GU,2016,5
GUM,Guam,Guam,GU,2017,4
GYY,"Gary Regional Airport, Gary IN",Gary,IN,2013,1
HDN,Yampa Valley Regional,Hayden,CO,2013,1
HDN,Yampa Valley Regional,Hayden,CO,2015,2
HDN,Yampa Valley Regional,Hayden,CO,2016,1
HDN,Yampa Valley Regional,Hayden,CO,2017,1
HDQ,Headquarters,Unknown,Unknown,2013,1
HDQ,Headquarters,Unknown,Unknown,2014,3
HDQ,Headquarters,Unknown,Unknown,2015,1
HDQ,Headquarters,Unknown,Unknown,2016,3
HGR,Hagerstown Regional,Hagerstown,MD,2013,1
HGR,Hagerstown Regional,Hagerstown,MD,2014,1
HHH,Hilton Head Island Airport,Unknown,Unknown,2016,3
HHH,Hilton Head Island Airport,Unknown,Unknown,2017,1
HIB,Chisolm-Hibbing Municipal,Hibbing,MN,2014,1
HIB,Chisolm-Hibbing Municipal,Hibbing,MN,2016,1
HIB,Chisolm-Hibbing Municipal,Hibbing,MN,2017,2
HLN,Helena Regional,Helena,MT,2013,1
HLN,Helena Regional,Helena,MT,2015,1
HLN,Helena Regional,Helena,MT,2016,5
HNL,Honolulu International Airport,Honolulu,HI,2013,138
HNL,Honolulu International Airport,Honolulu,HI,2014,144
HNL,Honolulu International Airport,Honolulu,HI,2015,106
HNL,Honolulu International Airport,Honolulu,HI,2016,102
HNL,Honolulu International Airport,Honolulu,HI,2017,91
HOB,Lea County Regional Airport,Hobbs,NM,2015,1
HOB,Lea County Regional Airport,Hobbs,NM,2016,1
HOM,Homer Airport,Homer,AK,2013,1
HOM,Homer Airport,Homer,AK,2015,2
HOU,William P. Hobby,Houston,TX,2013,58
HOU,William P. Hobby,Houston,TX,2014,45
HOU,William P. Hobby,Houston,TX,2015,61
HOU,William P. Hobby,Houston,TX,2016,93
HOU,William P. Hobby,Houston,TX,2017,71
HPN,"Westchester County, White Plains",White Plains,NY,2013,14
HPN,"Westchester County, White Plains",White Plains,NY,2014,7
HPN,"Westchester County, White Plains",White Plains,NY,2015,11
HPN,"Westchester County, White Plains",White Plains,NY,2016,5
HPN,"Westchester County, White Plains",White Plains,NY,2017,6
HRL,Rio Grande Valley International,Harlingen,TX,2013,7
HRL,Rio Grande Valley International,Harlingen,TX,2014,8
HRL,Rio Grande Valley International,Harlingen,TX,2015,4
HRL,Rio Grande Valley International,Harlingen,TX,2016,7
HRL,Rio Grande Valley International,Harlingen,TX,2017,11
HSV,Huntsville International Airport,Huntsville,AL,2013,5
HSV,Huntsville International Airport,Huntsville,AL,2014,6
HSV,Huntsville International Airport,Huntsville,AL,2015,7
HSV,Huntsville International Airport,Huntsville,AL,2016,4
HSV,Huntsville International Airport,Huntsville,AL,2017,7
HTS,"Tri-State, Huntington",Huntington,WV,2014,1
HTS,"Tri-State, Huntington",Huntington,WV,2015,1
HTS,"Tri-State, Huntington",Huntington,WV,2016,2
HTS,"Tri-State, Huntington",Huntington,WV,2017,1
HVN,"New Haven, CT",New Haven,CT,2013,1
HVN,"New Haven, CT",New Haven,CT,2015,1
HVN,"New Haven, CT",New Haven,CT,2017,1
HXD,Hilton Head Island Airport,Hilton Head Island,SC,2013,4
HXD,Hilton Head Island Airport,Hilton Head Island,SC,2014,2
HXD,Hilton Head Island Airport,Hilton Head Island,SC,2015,5
HYA,"Barnstable Municipal, Hyannis",Hyannis,MA,2014,1
IAD,Washington Dulles International,Washington,DC,2013,206
IAD,Washington Dulles International,Washington,DC,2014,202
IAD,Washington Dulles International,Washington,DC,2015,149
IAD,Washington Dulles International,Washington,DC,2016,142
IAD,Washington Dulles International,Washington,DC,2017,140
IAG,Niagara Falls International,Niagara Falls,NY,2013,6
IAG,Niagara Falls International,Niagara Falls,NY,2014,1
IAG,Niagara Falls International,Niagara Falls,NY,2015,1
IAH,Houston - George Bush Intercontinental Airport,Houston,TX,2013,194
IAH,Houston - George Bush Intercontinental Airport,Houston,TX,2014,189
IAH,Houston - George Bush Intercontinental Airport,Houston,TX,2015,136
IAH,Houston - George Bush Intercontinental Airport,Houston,TX,2016,142
IAH,Houston - George Bush Intercontinental Airport,Houston,TX,2017,182
ICT,Wichita Mid-Continent,Wichita,KS,2013,6
ICT,Wichita Mid-Continent,Wichita,KS,2014,7
ICT,Wichita Mid-Continent,Wichita,KS,2015,9
ICT,Wichita Mid-Continent,Wichita,KS,2016,11
ICT,Wichita Mid-Continent,Wichita,KS,2017,9
IDA,Idaho Falls Regional,Idaho Falls,ID,2013,1
IDA,Idaho Falls Regional,Idaho Falls,ID,2014,4
IDA,Idaho Falls Regional,Idaho Falls,ID,2015,1
IDA,Idaho Falls Regional,Idaho Falls,ID,2016,4
IFP,Laughlin/Bullhead International Airport,Bullhead City,AZ,2013,2
IFP,Laughlin/Bullhead International Airport,Bullhead City,AZ,2014,3
IFP,Laughlin/Bullhead International Airport,Bullhead City,AZ,2015,2
IFP,Laughlin/Bullhead International Airport,Bullhead City,AZ,2016,1
ILG,New Castle Airport,Wilmington,DE,2013,2
ILG,New Castle Airport,Wilmington,DE,2014,6
ILM,Wilmington International,Wilmington,NC,2013,8
ILM,Wilmington International,Wilmington,NC,2014,3
ILM,Wilmington International,Wilmington,NC,2015,5
ILM,Wilmington International,Wilmington,NC,2016,4
ILM,Wilmington International,Wilmington,NC,2017,5
IMT,Ford Airport,Iron Mountain Kingsford,MI,2013,1
IND,Indianapolis International,Indianapolis,IN,2013,55
IND,Indianapolis International,Indianapolis,IN,2014,45
IND,Indianapolis International,Indianapolis,IN,2015,24
IND,Indianapolis International,Indianapolis,IN,2016,39
IND,Indianapolis International,Indianapolis,IN,2017,30
INL,Falls International,International Falls,MN,2013,2
INL,Falls International,International Falls,MN,2014,2
INL,Falls International,International Falls,MN,2016,4
INL,Falls International,International Falls,MN,2017,3
IPT,Williamsport Lycoming Regional,Williamsport,PA,2013,2
IPT,Williamsport Lycoming Regional,Williamsport,PA,2014,1
IPT,Williamsport Lycoming Regional,Williamsport,PA,2017,1
ISN,Sloulin Field International,Williston,ND,2014,1
ISN,Sloulin Field International,Williston,ND,2016,2
ISN,Sloulin Field International,Williston,ND,2017,3
ISP,"Long Island McArthur, Islip",New York,NY,2013,11
ISP,"Long Island McArthur, Islip",New York,NY,2014,7
ISP,"Long Island McArthur, Islip",New York,NY,2015,12
ISP,"Long Island McArthur, Islip",New York,NY,2016,4
ISP,"Long Island McArthur, Islip",New York,NY,2017,7
ITH,"Tompkins County, Ithaca",Ithaca,NY,2013,6
ITH,"Tompkins County, Ithaca",Ithaca,NY,2014,1
ITH,"Tompkins County, Ithaca",Ithaca,NY,2017,3
ITO,Hilo International,Hilo,HI,2013,15
ITO,Hilo International,Hilo,HI,2014,6
ITO,Hilo International,Hilo,HI,2015,8
ITO,Hilo International,Hilo,HI,2016,4
ITO,Hilo International,Hilo,HI,2017,2
IWA,Mesa-Gateway Airport,Phoenix,AZ,2013,5
IWA,Mesa-Gateway Airport,Phoenix,AZ,2014,6
IWA,Mesa-Gateway Airport,Phoenix,AZ,2015,6
IWA,Mesa-Gateway Airport,Phoenix,AZ,2016,4
IWA,Mesa-Gateway Airport,Phoenix,AZ,2017,6
IWD,Gogebic County,Ironwood,MI,2017,1
JAC,Jackson Hole,Jackson,WY,2014,2
JAC,Jackson Hole,Jackson,WY,2016,2
JAC,Jackson Hole,Jackson,WY,2017,1
JAN,Jackson International,Jackson,MS,2013,17
JAN,Jackson International,Jackson,MS,2014,12
JAN,Jackson International,Jackson,MS,2015,11
JAN,Jackson International,Jackson,MS,2016,17
JAN,Jackson International,Jackson,MS,2017,7
JAX,Jacksonville International,Jacksonville,FL,2013,28
JAX,Jacksonville International,Jacksonville,FL,2014,31
JAX,Jacksonville International,Jacksonville,FL,2015,26
JAX,Jacksonville International,Jacksonville,FL,2016,31
JAX,Jacksonville International,Jacksonville,FL,2017,37
JBR,Jonesboro Municipal Airport,Jonesboro,AR,2014,1
JFK,John F. Kennedy International,New York,NY,2013,696
JFK,John F. Kennedy International,New York,NY,2014,616
JFK,John F. Kennedy International,New York,NY,2015,468
JFK,John F. Kennedy International,New York,NY,2016,465
JFK,John F. Kennedy International,New York,NY,2017,489
JHW,"Chautaugua County, Jamestown",Jamestown,NY,2013,1
JLN,Joplin Regional,Joplin,MO,2013,1
JLN,Joplin Regional,Joplin,MO,2014,1
JLN,Joplin Regional,Joplin,MO,2017,1
JNU,Juneau International,Juneau,AK,2013,3
JNU,Juneau International,Juneau,AK,2014,5
JNU,Juneau International,Juneau,AK,2015,3
JNU,Juneau International,Juneau,AK,2016,2
JNU,Juneau International,Juneau,AK,2017,4
JQF,Concord Regional Airport,Concord,NC,2015,4
JQF,Concord Regional Airport,Concord,NC,2016,4
JQF,Concord Regional Airport,Concord,NC,2017,1
KOA,Kona International,Kailua/Kona,HI,2013,22
KOA,Kona International,Kailua/Kona,HI,2014,21
KOA,Kona International,Kailua/Kona,HI,2015,30
KOA,Kona International,Kailua/Kona,HI,2016,15
KOA,Kona International,Kailua/Kona,HI,2017,19
KTN,Ketchikan International,Ketchikan,AK,2013,4
KTN,Ketchikan International,Ketchikan,AK,2014,1
KTN,Ketchikan International,Ketchikan,AK,2015,3
KTN,Ketchikan International,Ketchikan,AK,2016,1
KTN,Ketchikan International,Ketchikan,AK,2017,3
LAN,"Capital City, Lansing",Lansing,MI,2013,2
LAN,"Capital City, Lansing",Lansing,MI,2015,3
LAN,"Capital City, Lansing",Lansing,MI,2016,1
LAN,"Capital City, Lansing",Lansing,MI,2017,4
LAR,Laramie Regional,Laramie,WY,2017,1
LAS,McCarran International,Las Vegas,NV,2013,235
LAS,McCarran International,Las Vegas,NV,2014,224
LAS,McCarran International,Las Vegas,NV,2015,229
LAS,McCarran International,Las Vegas,NV,2016,275
LAS,McCarran International,Las Vegas,NV,2017,251
LAW,Lawton/Ft. Sill Regional,Lawton,OK,2013,2
LAW,Lawton/Ft. Sill Regional,Lawton,OK,2016,3
LAW,Lawton/Ft. Sill Regional,Lawton,OK,2017,2
LAX,Los Angeles International Airport,Los Angeles,CA,2013,473
LAX,Los Angeles International Airport,Los Angeles,CA,2014,443
LAX,Los Angeles International Airport,Los Angeles,CA,2015,446
LAX,Los Angeles International Airport,Los Angeles,CA,2016,469
LAX,Los Angeles International Airport,Los Angeles,CA,2017,519
LBB,Lubbock International,Lubbock,TX,2013,2
LBB,Lubbock International,Lubbock,TX,2014,8
LBB,Lubbock International,Lubbock,TX,2015,3
LBB,Lubbock International,Lubbock,TX,2016,3
LBB,Lubbock International,Lubbock,TX,2017,8
LBE,Arnold Palmer Regional Airport,Latrobe,PA,2013,14
LBE,Arnold Palmer Regional Airport,Latrobe,PA,2014,2
LBE,Arnold Palmer Regional Airport,Latrobe,PA,2015,4
LBE,Arnold Palmer Regional Airport,Latrobe,PA,2016,1
LBF,North Platte Regional,North Platte,NE,2017,1
LCH,Lake Charles Regional Airport,Lake Charles,LA,2014,1
LCH,Lake Charles Regional Airport,Lake Charles,LA,2017,1
LCK,Rickenbacker International Airport,Columbus,OH,2014,4
LCK,Rickenbacker International Airport,Columbus,OH,2015,5
LCK,Rickenbacker International Airport,Columbus,OH,2016,5
LCK,Rickenbacker International Airport,Columbus,OH,2017,4
LEB,"Lebanon, New Hampshire",Lebanon,NH,2015,1
LEB,"Lebanon, New Hampshire",Lebanon,NH,2017,1
LEX,"Blue Grass ,Lexington",Lexington,KY,2013,5
LEX,"Blue Grass ,Lexington",Lexington,KY,2014,12
LEX,"Blue Grass ,Lexington",Lexington,KY,2015,10
LEX,"Blue Grass ,Lexington",Lexington,KY,2016,8
LEX,"Blue Grass ,Lexington",Lexington,KY,2017,5
LFT,Lafayette Regional,Lafayette,LA,2013,6
LFT,Lafayette Regional,Lafayette,LA,2014,7
LFT,Lafayette Regional,Lafayette,LA,2015,3
LFT,Lafayette Regional,Lafayette,LA,2016,1
LFT,Lafayette Regional,Lafayette,LA,2017,3
LGA,LaGuardia,New York,NY,2013,160
LGA,LaGuardia,New York,NY,2014,126
LGA,LaGuardia,New York,NY,2015,106
LGA,LaGuardia,New York,NY,2016,140
LGA,LaGuardia,New York,NY,2017,112
LGB,Long Beach,Long Beach,CA,2013,12
LGB,Long Beach,Long Beach,CA,2014,12
LGB,Long Beach,Long Beach,CA,2015,14
LGB,Long Beach,Long Beach,CA,2016,15
LGB,Long Beach,Long Beach,CA,2017,11
LIH,Lihue Airport,Lihue,HI,2013,22
LIH,Lihue Airport,Lihue,HI,2014,25
LIH,Lihue Airport,Lihue,HI,2015,17
LIH,Lihue Airport,Lihue,HI,2016,23
LIH,Lihue Airport,Lihue,HI,2017,30
LIT,Little Rock National,Little Rock,AR,2013,14
LIT,Little Rock National,Little Rock,AR,2014,10
LIT,Little Rock National,Little Rock,AR,2015,16
LIT,Little Rock National,Little Rock,AR,2016,4
LIT,Little Rock National,Little Rock,AR,2017,9
LNK,Lincoln Municipal,Lincoln,NE,2013,2
LNK,Lincoln Municipal,Lincoln,NE,2014,2
LNK,Lincoln Municipal,Lincoln,NE,2015,2
LNK,Lincoln Municipal,Lincoln,NE,2016,2
LNY,"Lanai City, HI",Lanai City,HI,2017,1
LRD,Laredo International,Laredo,TX,2013,1
LRD,Laredo International,Laredo,TX,2017,1
LSE,La Crosse Municipal,La Crosse,WI,2013,2
LSE,La Crosse Municipal,La Crosse,WI,2014,1
LSE,La Crosse Municipal,La Crosse,WI,2017,3
LWS,Lewiston Nez-Perce County Regional,Lewiston,ID,2013,3
LWS,Lewiston Nez-Perce County Regional,Lewiston,ID,2014,1
LWS,Lewiston Nez-Perce County Regional,Lewiston,ID,2015,2
LWS,Lewiston Nez-Perce County Regional,Lewiston,ID,2016,1
LWS,Lewiston Nez-Perce County Regional,Lewiston,ID,2017,2
LYH,Lynchburg Regional,Lynchburg,VA,2013,1
LYH,Lynchburg Regional,Lynchburg,VA,2014,4
LYH,Lynchburg Regional,Lynchburg,VA,2015,4
LYH,Lynchburg Regional,Lynchburg,VA,2016,2
LYH,Lynchburg Regional,Lynchburg,VA,2017,2
MAF,Midland International Airport,Midland,TX,2013,4
MAF,Midland International Airport,Midland,TX,2014,4
MAF,Midland International Airport,Midland,TX,2015,2
MAF,Midland International Airport,Midland,TX,2016,3
MAF,Midland International Airport,Midland,TX,2017,6
MBS,MBS International,Saginaw,MI,2013,1
MBS,MBS International,Saginaw,MI,2014,1
MBS,MBS International,Saginaw,MI,2015,1
MBS,MBS International,Saginaw,MI,2016,3
MBS,MBS International,Saginaw,MI,2017,3
MCE,Merced Regional Airport/Macready Field,Merced,CA,2016,1
MCI,Kansas City International,Kansas City,MO,2013,4
MCI,Kansas City International,Kansas City,MO,2014,3
MCI,Kansas City International,Kansas City,MO,2015,10
MCI,Kansas City International,Kansas City,MO,2016,11
MCI,Kansas City International,Kansas City,MO,2017,11
MCK,McCook Municipal,Mc Cook,NE,2017,1
MCO,Orlando International Airport,Orlando,FL,2013,361
MCO,Orlando International Airport,Orlando,FL,2014,350
MCO,Orlando International Airport,Orlando,FL,2015,326
MCO,Orlando International Airport,Orlando,FL,2016,392
MCO,Orlando International Airport,Orlando,FL,2017,372
MDT,Harrisburg International,Harrisburg,PA,2013,11
MDT,Harrisburg International,Harrisburg,PA,2014,6
MDT,Harrisburg International,Harrisburg,PA,2015,7
MDT,Harrisburg International,Harrisburg,PA,2016,9
MDT,Harrisburg International,Harrisburg,PA,2017,4
MDW,Midway International Airport,Chicago,IL,2013,64
MDW,Midway International Airport,Chicago,IL,2014,86
MDW,Midway International Airport,Chicago,IL,2015,57
MDW,Midway International Airport,Chicago,IL,2016,68
MDW,Midway International Airport,Chicago,IL,2017,53
MEM,Memphis International Airport,Memphis,TN,2013,31
MEM,Memphis International Airport,Memphis,TN,2014,25
MEM,Memphis International Airport,Memphis,TN,2015,21
MEM,Memphis International Airport,Memphis,TN,2016,12
MEM,Memphis International Airport,Memphis,TN,2017,21
MFE,McAllen-Miller International,Mc Allen,TX,2013,2
MFE,McAllen-Miller International,Mc Allen,TX,2014,4
MFE,McAllen-Miller International,Mc Allen,TX,2015,3
MFE,McAllen-Miller International,Mc Allen,TX,2016,3
MFE,McAllen-Miller International,Mc Allen,TX,2017,4
MFR,Rogue Valley International,Medford,OR,2013,6
MFR,Rogue Valley International,Medford,OR,2014,5
MFR,Rogue Valley International,Medford,OR,2015,9
MFR,Rogue Valley International,Medford,OR,2016,2
MFR,Rogue Valley International,Medford,OR,2017,2
MGM,Montgomery Regional-Dannelly Field,Montgomery,AL,2013,2
MGM,Montgomery Regional-Dannelly Field,Montgomery,AL,2014,1
MGM,Montgomery Regional-Dannelly Field,Montgomery,AL,2015,1
MGM,Montgomery Regional-Dannelly Field,Montgomery,AL,2016,2
MGM,Montgomery Regional-Dannelly Field,Montgomery,AL,2017,2
MGW,Morgantown Municipal,Morgantown,WV,2014,1
MHK,Manhattan Regional,Manhattan,KS,2013,2
MHK,Manhattan Regional,Manhattan,KS,2014,6
MHK,Manhattan Regional,Manhattan,KS,2015,3
MHK,Manhattan Regional,Manhattan,KS,2016,4
MHK,Manhattan Regional,Manhattan,KS,2017,2
MHT,Manchester Regional Airport,Manchester,NH,2013,15
MHT,Manchester Regional Airport,Manchester,NH,2014,22
MHT,Manchester Regional Airport,Manchester,NH,2015,20
MHT,Manchester Regional Airport,Manchester,NH,2016,4
MHT,Manchester Regional Airport,Manchester,NH,2017,9
MIA,Miami International Airport,Miami,FL,2013,382
MIA,Miami International Airport,Miami,FL,2014,335
MIA,Miami International Airport,Miami,FL,2015,276
MIA,Miami International Airport,Miami,FL,2016,366
MIA,Miami International Airport,Miami,FL,2017,343
MKE,General Mitchell International Airport,Milwaukee,WI,2013,31
MKE,General Mitchell International Airport,Milwaukee,WI,2014,37
MKE,General Mitchell International Airport,Milwaukee,WI,2015,37
MKE,General Mitchell International Airport,Milwaukee,WI,2016,30
MKE,General Mitchell International Airport,Milwaukee,WI,2017,24
MKG,Muskegon County Airport,Muskegon,MI,2013,1
MKG,Muskegon County Airport,Muskegon,MI,2017,1
MKK,Molokai Airport,Kaunakakai,HI,2014,1
MKK,Molokai Airport,Kaunakakai,HI,2015,1
MKK,Molokai Airport,Kaunakakai,HI,2016,1
MKK,Molokai Airport,Kaunakakai,HI,2017,1
MLB,Melbourne International Airport,Melbourne,FL,2013,1
MLB,Melbourne International Airport,Melbourne,FL,2015,3
MLB,Melbourne International Airport,Melbourne,FL,2016,1
MLB,Melbourne International Airport,Melbourne,FL,2017,6
MLI,Quad City (Moline)International Airport,Moline,IL,2013,5
MLI,Quad City (Moline)International Airport,Moline,IL,2014,6
MLI,Quad City (Moline)International Airport,Moline,IL,2015,7
MLI,Quad City (Moline)International Airport,Moline,IL,2016,4
MLU,Monroe Regional,Monroe,LA,2014,1
MLU,Monroe Regional,Monroe,LA,2015,2
MLU,Monroe Regional,Monroe,LA,2016,1
MLU,Monroe Regional,Monroe,LA,2017,1
MMH,Mammoth Lakes,Mammoth Lakes,CA,2013,4
MMH,Mammoth Lakes,Mammoth Lakes,CA,2014,3
MMH,Mammoth Lakes,Mammoth Lakes,CA,2015,3
MMH,Mammoth Lakes,Mammoth Lakes,CA,2016,2
MOB,Mobile Regional,Mobile,AL,2013,5
MOB,Mobile Regional,Mobile,AL,2014,7
MOB,Mobile Regional,Mobile,AL,2015,2
MOB,Mobile Regional,Mobile,AL,2016,1
MOB,Mobile Regional,Mobile,AL,2017,5
MOD,Modesto City County Sham Field,Modesto,CA,2013,1
MOT,Minot International,Minot,ND,2013,1
MOT,Minot International,Minot,ND,2014,2
MOT,Minot International,Minot,ND,2015,3
MOT,Minot International,Minot,ND,2016,2
MRY,Monterey Peninsula Airport,Monterey,CA,2013,3
MRY,Monterey Peninsula Airport,Monterey,CA,2014,4
MRY,Monterey Peninsula Airport,Monterey,CA,2016,1
MRY,Monterey Peninsula Airport,Monterey,CA,2017,1
MSL,Northwest Regional Airport,Muscle Shoals,AL,2013,1
MSL,Northwest Regional Airport,Muscle Shoals,AL,2014,1
MSL,Northwest Regional Airport,Muscle Shoals,AL,2016,1
MSN,Dane County Regional (Madison),Madison,WI,2013,16
MSN,Dane County Regional (Madison),Madison,WI,2014,8
MSN,Dane County Regional (Madison),Madison,WI,2015,6
MSN,Dane County Regional (Madison),Madison,WI,2016,8
MSN,Dane County Regional (Madison),Madison,WI,2017,11
MSO,Missoula International,Missoula,MT,2013,6
MSO,Missoula International,Missoula,MT,2014,4
MSO,Missoula International,Missoula,MT,2015,3
MSO,Missoula International,Missoula,MT,2016,4
MSO,Missoula International,Missoula,MT,2017,1
MSP,Minneapolis/ St.Paul International Airport,Minneapolis,MN,2013,88
MSP,Minneapolis/ St.Paul International Airport,Minneapolis,MN,2014,99
MSP,Minneapolis/ St.Paul International Airport,Minneapolis,MN,2015,80
MSP,Minneapolis/ St.Paul International Airport,Minneapolis,MN,2016,77
MSP,Minneapolis/ St.Paul International Airport,Minneapolis,MN,2017,74
MSS,Massena International,Massena,NY,2017,1
