LocID,Year,Boarding
LUK,2014,13459
LAR,2014,13362
UNK,2014,13099
BID,2014,12967
ANI,2014,12955
APN,2014,12809
FRG,2014,12559
IMT,2014,12504
KSM,2014,12473
WST,2014,12354
GAL,2014,12349
PQI,2014,12330
SDY,2014,11878
WRG,2014,11828
FHR,2014,11798
HIB,2014,11617
MWA,2014,11096
GRO,2014,10821
MGW,2014,10676
YAK,2014,10619
LEB,2014,10599
PVC,2014,10410
UIN,2014,10241
HNH,2014,9849
PIR,2014,9504
GST,2014,9484
ENM,2014,9447
MBA,2014,9437
SHD,2014,9422
CNY,2014,9259
BHB,2014,8625
SHR,2014,8613
LWB,2014,8604
EAR,2014,8384
HNS,2014,8368
TBN,2014,8281
CDB,2014,8172
EWB,2014,8159
MMU,2014,7936
AKW,2014,7780
AQH,2014,7759
LBL,2014,7734
RIW,2014,7660
SGY,2014,7296
FYU,2014,7148
PUB,2014,6785
DEC,2014,6746
BRL,2014,6692
PIB,2014,6640
MEI,2014,6624
CGI,2014,6544
IIK,2014,6451
MAZ,2014,6165
ILI,2014,6092
CXF,2014,5962
ORS,2014,5950
CYS,2014,5794
VAK,2014,5690
FMN,2014,5678
WYS,2014,5637
IRK,2014,5633
CVX,2014,5626
HYS,2014,5621
BFF,2014,5594
TUP,2014,5553
OGS,2014,5507
PKB,2014,5486
HPB,2014,5460
RUT,2014,5407
AUG,2014,5387
MUE,2014,5287
SLK,2014,5141
LUP,2014,5128
OOK,2014,5088
JBR,2014,5056
AUK,2014,5042
LBF,2014,5016
WLK,2014,4898
JST,2014,4856
LMT,2014,4800
2A9,2014,4782
MOU,2014,4760
Z09,2014,4719
CFK,2014,4590
MSS,2014,4553
PHO,2014,4518
SCM,2014,4508
KWT,2014,4485
HRO,2014,4379
VEL,2014,4352
W33,2014,4336
MOD,2014,4323
WTK,2014,4296
SJX,2014,4249
CLM,2014,4233
SDP,2014,4135
DUJ,2014,4081
MTM,2014,4057
PDT,2014,4015
OLF,2014,4013
BVK,2014,4009
GGV,2014,4002
D76,2014,3946
ALS,2014,3920
DUY,2014,3904
GGW,2014,3886
PRC,2014,3862
A61,2014,3861
EEK,2014,3857
CEZ,2014,3835
LAM,2014,3801
AKP,2014,3796
Z13,2014,3771
AWI,2014,3731
ELD,2014,3718
TEX,2014,3590
ISO,2014,3527
0AK,2014,3508
16A,2014,3484
SOV,2014,3459
GAM,2014,3420
IAN,2014,3388
SVA,2014,3352
HLA,2014,3269
JHW,2014,3222
JMS,2014,3207
KVL,2014,3171
DDC,2014,3101
AOO,2014,3090
MDM,2014,3074
KLG,2014,3060
BKW,2014,3053
DVL,2014,3050
TAL,2014,3027
TLT,2014,2994
PTK,2014,2984
MCG,2014,2968
4A2,2014,2959
BTI,2014,2925
6R7,2014,2913
CGA,2014,2869
EWU,2014,2841
LNS,2014,2767
KTB,2014,2744
SNP,2014,2727
SHH,2014,2703
RSH,2014,2596
2A3,2014,2595
IWD,2014,2540
GDV,2014,2519
ATL,2013,45308407
LAX,2013,32425892
ORD,2013,32317835
DFW,2013,29038128
DEN,2013,25496885
JFK,2013,25036358
SFO,2013,21704626
CLT,2013,21346601
LAS,2013,19946179
PHX,2013,19525109
MIA,2013,19420089
IAH,2013,18952840
EWR,2013,17546506
MCO,2013,16884524
SEA,2013,16690295
MSP,2013,16280835
DTW,2013,15683523
BOS,2013,14810153
PHL,2013,14727945
LGA,2013,13372269
FLL,2013,11538140
BWI,2013,11132731
IAD,2013,10570993
MDW,2013,9915646
DCA,2013,9838034
SLC,2013,9668048
HNL,2013,9466995
SAN,2013,8878772
TPA,2013,8267752
PDX,2013,7452603
STL,2013,6216104
HOU,2013,5377050
BNA,2013,5050989
AUS,2013,4900959
MCI,2013,4836221
OAK,2013,4770716
MSY,2013,4576539
SNA,2013,4540628
RDU,2013,4482016
CLE,2013,4375448
SJC,2013,4315839
SMF,2013,4255145
SJU,2013,4103197
DAL,2013,4023779
SAT,2013,4005874
PIT,2013,3812460
RSW,2013,3788870
IND,2013,3535015
MKE,2013,3214811
CMH,2013,3063822
OGG,2013,2955304
PBI,2013,2844507
CVG,2013,2776377
BDL,2013,2681181
BUF,2013,2567594
JAX,2013,2549070
ABQ,2013,2477783
ANC,2013,2325030
MEM,2013,2301003
OMA,2013,1975339
ONT,2013,1970538
BUR,2013,1918011
PVD,2013,1884830
OKC,2013,1788400
RNO,2013,1671926
SDF,2013,1668667
RIC,2013,1597913
TUS,2013,1569932
GUM,2013,1562165
ORF,2013,1560754
CHS,2013,1441415
LGB,2013,1438756
GEG,2013,1417731
KOA,2013,1376641
ELP,2013,1363102
BHM,2013,1334177
TUL,2013,1323377
LIH,2013,1315141
BOI,2013,1313741
DAY,2013,1244841
ROC,2013,1209245
ALB,2013,1196532
MHT,2013,1190082
GRR,2013,1123257
DSM,2013,1078496
LIT,2013,1055293
SYR,2013,991551
SFB,2013,971522
GSP,2013,917088
PSP,2013,875699
GSO,2013,853532
CAK,2013,851809
PWM,2013,836942
TYS,2013,832588
MSN,2013,825702
MYR,2013,823294
SAV,2013,798376
HPN,2013,764002
PNS,2013,744259
ICT,2013,736090
IWA,2013,725048
FAT,2013,684849
ISP,2013,662612
COS,2013,657962
MDT,2013,657650
STT,2013,645401
ITO,2013,640411
BTV,2013,606503
BLI,2013,596142
JAN,2013,595951
SRQ,2013,594970
XNA,2013,558141
ACY,2013,553695
LEX,2013,539238
CID,2013,520360
PIE,2013,514358
MAF,2013,506726
HSV,2013,505541
CAE,2013,487180
FSD,2013,481716
FAI,2013,457372
LBB,2013,454408
GSN,2013,448177
BZN,2013,442075
EUG,2013,434095
FAR,2013,403919
EYW,2013,402842
BTR,2013,400712
FNT,2013,398132
ILM,2013,397274
ECP,2013,391763
BIL,2013,387773
MLI,2013,384198
AMA,2013,370508
GPT,2013,369597
SGF,2013,368752
SBA,2013,364360
JNU,2013,359291
VPS,2013,353953
HRL,2013,347829
AVL,2013,342400
TLH,2013,336129
MFE,2013,335483
SBN,2013,328992
GCN,2013,327814
PSC,2013,327419
CRP,2013,317667
BGR,2013,315139
CHA,2013,312873
ROA,2013,310295
MFR,2013,306450
ABE,2013,301969
MSO,2013,298253
FWA,2013,294968
JAC,2013,294752
DAB,2013,293843
GRB,2013,293703
PIA,2013,291147
MOB,2013,287661
SHV,2013,279897
PHF,2013,263964
AGS,2013,260523
RAP,2013,256052
CRW,2013,250509
ATW,2013,246211
FAY,2013,244345
BIS,2013,238929
RDM,2013,236303
LFT,2013,233498
CHO,2013,230699
MOT,2013,220797
LAN,2013,216925
AVP,2013,216536
BMI,2013,211957
MLB,2013,211702
GJT,2013,211091
ASE,2013,206686
MRY,2013,205069
TRI,2013,204402
BVU,2013,204212
BQN,2013,201453
GPI,2013,199707
GNV,2013,198388
GRK,2013,195899
DRO,2013,192797
TVC,2013,189644
AEX,2013,183899
ACK,2013,183557
STX,2013,182752
GTF,2013,182390
PGD,2013,171121
OAJ,2013,168828
EGE,2013,167166
SWF,2013,163815
EVV,2013,161279
MGM,2013,157958
DLH,2013,155496
BET,2013,152084
PBG,2013,151235
GFK,2013,148665
TTN,2013,147826
IDA,2013,147073
BFL,2013,143175
1G4,2013,140886
LNK,2013,138787
SBP,2013,135844
UNV,2013,131753
ELM,2013,129749
AZO,2013,129211
LBE,2013,127040
CWA,2013,123797
EWN,2013,121479
MBS,2013,120689
MLU,2013,115757
STS,2013,112779
RST,2013,109870
LRD,2013,109773
IFP,2013,109647
ERI,2013,109520
KTN,2013,109433
RFD,2013,109384
ITH,2013,103501
BRO,2013,100793
ENA,2013,99821
IAG,2013,98958
HTS,2013,98752
CPR,2013,98625
HLN,2013,97310
ISN,2013,96090
BGM,2013,95210
PSE,2013,93566
HDN,2013,91823
LSE,2013,90297
HYA,2013,87648
CLL,2013,87409
TOL,2013,86221
TYR,2013,85789
CMI,2013,84853
MTJ,2013,84579
ABI,2013,82758
FSM,2013,82742
ADQ,2013,79930
NYL,2013,78395
LYH,2013,77795
SCK,2013,71757
SPI,2013,70651
SIT,2013,67989
MHK,2013,65683
LCH,2013,65281
SAF,2013,65118
MKK,2013,63879
SBY,2013,62670
ACT,2013,62634
SJT,2013,62296
LWS,2013,62209
OTZ,2013,61274
PGV,2013,60020
FLO,2013,59894
CSG,2013,59675
HXD,2013,58348
FLG,2013,58323
OME,2013,58020
GRI,2013,57165
ACV,2013,56682
MVY,2013,56313
LAW,2013,55526
SGU,2013,54574
YKM,2013,54308
ILG,2013,52159
EAT,2013,52051
CRQ,2013,51978
BRW,2013,51568
SUN,2013,51496
SMX,2013,51395
PPG,2013,49479
SCC,2013,48588
DHN,2013,48423
VQS,2013,47737
YNG,2013,47518
LNY,2013,47323
COU,2013,45714
SPS,2013,45298
SAW,2013,42335
GTR,2013,41140
PUW,2013,40759
VGT,2013,40111
HOM,2013,37705
HVN,2013,37434
VLD,2013,36814
BPT,2013,35790
AKN,2013,35450
DIK,2013,34980
DBQ,2013,33465
ALW,2013,33072
TXK,2013,32882
ROW,2013,32616
BQK,2013,32450
ABY,2013,31276
COD,2013,31140
MMH,2013,30970
GUC,2013,30780
PVU,2013,30090
BTM,2013,29490
GCC,2013,29130
TNI,2013,28909
TWF,2013,28601
DUT,2013,28556
PLN,2013,27281
PGA,2013,26998
DLG,2013,26632
ABR,2013,25567
SUX,2013,25313
CMX,2013,25312
RDD,2013,24875
GCK,2013,24456
RKS,2013,24279
LHD,2013,24026
PIH,2013,23775
IPT,2013,23371
JLN,2013,23329
BJI,2013,22819
PSM,2013,22540
CIU,2013,21827
OWB,2013,21751
EAU,2013,21677
ALO,2013,20984
GGG,2013,20870
PAH,2013,20523
PSG,2013,20046
SHD,2013,19730
EKO,2013,19510
RHI,2013,18819
ART,2013,18818
MKG,2013,18020
LCK,2013,17765
RVR,2013,17733
HOB,2013,17246
CVX,2013,16929
OTH,2013,16864
CIC,2013,16835
APN,2013,15914
STC,2013,15842
INL,2013,15796
CDV,2013,15772
RKD,2013,15724
BRD,2013,15654
OGD,2013,15523
ESC,2013,15110
PIR,2013,14507
ANI,2013,14334
FMN,2013,14263
GAL,2013,14141
SHR,2013,14126
UNK,2013,14011
KSM,2013,13949
LUK,2013,13914
LAR,2013,13733
BLV,2013,13542
LMT,2013,13443
MRI,2013,13440
RIW,2013,13436
VDZ,2013,13318
CDC,2013,13214
SIG,2013,13123
EAR,2013,13096
BFI,2013,13008
HGR,2013,12941
CYS,2013,12345
JQF,2013,12183
CEC,2013,12136
MBA,2013,11903
WRG,2013,11807
HIB,2013,11669
PQI,2013,11488
MMU,2013,11355
MOD,2013,11310
PVC,2013,11288
IMT,2013,11271
MWA,2013,11241
LBL,2013,11101
BID,2013,10865
CKB,2013,10831
FHR,2013,10688
UIN,2013,10679
PIB,2013,10633
LEB,2013,10614
EWB,2013,10604
HNH,2013,10468
LBF,2013,10421
SDY,2013,10378
BHB,2013,10292
BFF,2013,10172
WST,2013,10136
YAK,2013,10135
HNS,2013,10106
GRO,2013,10092
GST,2013,10076
MGW,2013,10036
FOE,2013,9339
HYS,2013,8726
CDB,2013,8665
LWB,2013,8455
TBN,2013,8325
PKB,2013,8323
ENM,2013,8268
CEZ,2013,8218
VEL,2013,8203
SGY,2013,8050
ORH,2013,8007
FYU,2013,7441
VCV,2013,7229
AQH,2013,7134
CNY,2013,7048
ALS,2013,6983
DEC,2013,6827
PUB,2013,6742
CGI,2013,6477
TEX,2013,6470
BRL,2013,6439
TUP,2013,6376
MEI,2013,6236
JST,2013,6186
IIK,2013,6114
IRK,2013,5917
AUG,2013,5798
DDC,2013,5789
SLK,2013,5759
CPX,2013,5703
ILI,2013,5688
MAZ,2013,5673
OGS,2013,5392
SJX,2013,5368
WYS,2013,5354
RUT,2013,5321
PRC,2013,5223
OOK,2013,5206
VAK,2013,5203
HRO,2013,5123
DUJ,2013,5099
Z09,2013,5089
JBR,2013,4864
FRG,2013,4791
MSS,2013,4788
HPB,2013,4783
PHO,2013,4735
MOU,2013,4571
CFK,2013,4414
WLK,2013,4336
MTM,2013,4243
D76,2013,4188
SCM,2013,4178
PDT,2013,4105
ELD,2013,4091
WTK,2013,4088
CXF,2013,4067
SDP,2013,3976
AWI,2013,3959
EEK,2013,3913
DUY,2013,3904
KWT,2013,3871
BKW,2013,3824
SOV,2013,3774
ISO,2013,3741
AOO,2013,3701
A61,2013,3665
MCG,2013,3658
16A,2013,3652
AKP,2013,3637
2A9,2013,3622
GGV,2013,3602
IAN,2013,3463
CGA,2013,3387
JHW,2013,3315
GAM,2013,3312
LUP,2013,3205
AUK,2013,3152
BVK,2013,3138
KLG,2013,3127
0AK,2013,3123
SVA,2013,3099
HLA,2013,3012
KVL,2013,2975
Z13,2013,2928
6R7,2013,2870
TAL,2013,2811
MDM,2013,2786
PTK,2013,2762
EWU,2013,2744
KTB,2013,2681
DVL,2013,2679
SNP,2013,2676
TLT,2013,2641
OLF,2013,2630
IWD,2013,2515
4A2,2013,2500
LNS,2013,2495
SHH,2013,2490
JMS,2013,2449
BTI,2013,2382
2A3,2013,2336
LAM,2013,2295
RSH,2013,2272
GGW,2013,2097
CLM,2013,2085
AKW,2013,1550
MUE,2013,857
ORS,2013,802
GDV,2013,703
SGJ,2013,376
W33,2013,0
