Airport_Code,Airport_Name,City,State,Year,Claim_Type,Total_Close_Amount
JNU,Juneau International,Juneau,AK,2014,Passenger Property Loss,$0.00
JNU,Juneau International,Juneau,AK,2014,Property Damage,$194.39
JNU,Juneau International,Juneau,AK,2015,Property Damage,$372.35
JNU,Juneau International,Juneau,AK,2016,Passenger Property Loss,
JNU,Juneau International,Juneau,AK,2016,Property Damage,
JNU,Juneau International,Juneau,AK,2017,Passenger Property Loss,
JNU,Juneau International,Juneau,AK,2017,Property Damage,
JQF,Concord Regional Airport,Concord,NC,2015,Passenger Property Loss,$378.11
JQF,Concord Regional Airport,Concord,NC,2016,Property Damage,$53.82
JQF,Concord Regional Airport,Concord,NC,2017,Passenger Property Loss,
KOA,Kona International,Kailua/Kona,HI,2013,Passenger Property Loss,$214.45
KOA,Kona International,Kailua/Kona,HI,2013,Property Damage,$365.48
KOA,Kona International,Kailua/Kona,HI,2014,Passenger Property Loss,$81.47
KOA,Kona International,Kailua/Kona,HI,2014,Property Damage,"$1,217.11"
KOA,Kona International,Kailua/Kona,HI,2015,Passenger Property Loss,$145.40
KOA,Kona International,Kailua/Kona,HI,2015,Personal Injury,
KOA,Kona International,Kailua/Kona,HI,2015,Property Damage,$619.97
KOA,Kona International,Kailua/Kona,HI,2016,Passenger Property Loss,$41.84
KOA,Kona International,Kailua/Kona,HI,2016,Property Damage,$85.00
KOA,Kona International,Kailua/Kona,HI,2017,Passenger Property Loss,$354.60
KOA,Kona International,Kailua/Kona,HI,2017,Property Damage,$16.64
KOA,Kona International,Kailua/Kona,HI,2017,Unknown,
KTN,Ketchikan International,Ketchikan,AK,2013,Passenger Property Loss,$85.03
KTN,Ketchikan International,Ketchikan,AK,2013,Property Damage,$176.55
KTN,Ketchikan International,Ketchikan,AK,2014,Personal Injury,
KTN,Ketchikan International,Ketchikan,AK,2015,Passenger Property Loss,
KTN,Ketchikan International,Ketchikan,AK,2016,Property Damage,
KTN,Ketchikan International,Ketchikan,AK,2017,Passenger Property Loss,
KTN,Ketchikan International,Ketchikan,AK,2017,Property Damage,
LAN,"Capital City, Lansing",Lansing,MI,2013,Passenger Property Loss,$35.00
LAN,"Capital City, Lansing",Lansing,MI,2013,Property Damage,$0.00
LAN,"Capital City, Lansing",Lansing,MI,2015,Passenger Property Loss,$250.00
LAN,"Capital City, Lansing",Lansing,MI,2015,Property Damage,$0.00
LAN,"Capital City, Lansing",Lansing,MI,2016,Passenger Property Loss,$0.00
LAN,"Capital City, Lansing",Lansing,MI,2017,Passenger Property Loss,
LAN,"Capital City, Lansing",Lansing,MI,2017,Property Damage,
LAR,Laramie Regional,Laramie,WY,2017,Passenger Property Loss,
LAS,McCarran International,Las Vegas,NV,2013,Complaint,
LAS,McCarran International,Las Vegas,NV,2013,Motor Vehicle,$0.00
LAS,McCarran International,Las Vegas,NV,2013,Passenger Property Loss,"$5,341.50"
LAS,McCarran International,Las Vegas,NV,2013,Personal Injury,$0.00
LAS,McCarran International,Las Vegas,NV,2013,Property Damage,"$4,052.54"
LAS,McCarran International,Las Vegas,NV,2013,Unknown,$0.00
LAS,McCarran International,Las Vegas,NV,2014,Passenger Property Loss,"$1,107.03"
LAS,McCarran International,Las Vegas,NV,2014,Personal Injury,
LAS,McCarran International,Las Vegas,NV,2014,Property Damage,"$4,571.11"
LAS,McCarran International,Las Vegas,NV,2015,Passenger Property Loss,"$2,889.61"
LAS,McCarran International,Las Vegas,NV,2015,Personal Injury,
LAS,McCarran International,Las Vegas,NV,2015,Property Damage,"$5,433.10"
LAS,McCarran International,Las Vegas,NV,2015,Unknown,$0.00
LAS,McCarran International,Las Vegas,NV,2016,Complaint,
LAS,McCarran International,Las Vegas,NV,2016,Passenger Property Loss,"$1,603.98"
LAS,McCarran International,Las Vegas,NV,2016,Personal Injury,$0.00
LAS,McCarran International,Las Vegas,NV,2016,Property Damage,"$3,047.50"
LAS,McCarran International,Las Vegas,NV,2017,Complaint,
LAS,McCarran International,Las Vegas,NV,2017,Passenger Property Loss,"$1,042.73"
LAS,McCarran International,Las Vegas,NV,2017,Personal Injury,
LAS,McCarran International,Las Vegas,NV,2017,Property Damage,$341.99
LAS,McCarran International,Las Vegas,NV,2017,Unknown,$244.66
LAW,Lawton/Ft. Sill Regional,Lawton,OK,2013,Passenger Property Loss,$0.00
LAW,Lawton/Ft. Sill Regional,Lawton,OK,2013,Property Damage,
LAW,Lawton/Ft. Sill Regional,Lawton,OK,2016,Passenger Property Loss,
LAW,Lawton/Ft. Sill Regional,Lawton,OK,2016,Property Damage,
LAW,Lawton/Ft. Sill Regional,Lawton,OK,2017,Passenger Property Loss,
LAX,Los Angeles International Airport,Los Angeles,CA,2013,Passenger Property Loss,"$14,474.07"
LAX,Los Angeles International Airport,Los Angeles,CA,2013,Personal Injury,$100.00
LAX,Los Angeles International Airport,Los Angeles,CA,2013,Property Damage,"$22,814.39"
LAX,Los Angeles International Airport,Los Angeles,CA,2013,Unknown,$0.00
LAX,Los Angeles International Airport,Los Angeles,CA,2014,Passenger Property Loss,"$9,515.75"
LAX,Los Angeles International Airport,Los Angeles,CA,2014,Personal Injury,"$1,250.00"
LAX,Los Angeles International Airport,Los Angeles,CA,2014,Property Damage,"$23,035.64"
LAX,Los Angeles International Airport,Los Angeles,CA,2015,Complaint,$0.00
LAX,Los Angeles International Airport,Los Angeles,CA,2015,Passenger Property Loss,"$6,985.58"
LAX,Los Angeles International Airport,Los Angeles,CA,2015,Personal Injury,$0.00
LAX,Los Angeles International Airport,Los Angeles,CA,2015,Property Damage,"$20,533.95"
LAX,Los Angeles International Airport,Los Angeles,CA,2016,Complaint,
LAX,Los Angeles International Airport,Los Angeles,CA,2016,Motor Vehicle,
LAX,Los Angeles International Airport,Los Angeles,CA,2016,Passenger Property Loss,"$2,298.71"
LAX,Los Angeles International Airport,Los Angeles,CA,2016,Personal Injury,$0.00
LAX,Los Angeles International Airport,Los Angeles,CA,2016,Property Damage,"$7,474.81"
LAX,Los Angeles International Airport,Los Angeles,CA,2017,Complaint,
LAX,Los Angeles International Airport,Los Angeles,CA,2017,Motor Vehicle,
LAX,Los Angeles International Airport,Los Angeles,CA,2017,Passenger Property Loss,"$3,076.34"
LAX,Los Angeles International Airport,Los Angeles,CA,2017,Passenger Theft,$0.00
LAX,Los Angeles International Airport,Los Angeles,CA,2017,Personal Injury,$0.00
LAX,Los Angeles International Airport,Los Angeles,CA,2017,Property Damage,"$2,647.17"
LAX,Los Angeles International Airport,Los Angeles,CA,2017,Unknown,
LBB,Lubbock International,Lubbock,TX,2013,Property Damage,$0.00
LBB,Lubbock International,Lubbock,TX,2014,Passenger Property Loss,$203.13
LBB,Lubbock International,Lubbock,TX,2014,Property Damage,$0.00
LBB,Lubbock International,Lubbock,TX,2015,Passenger Property Loss,$0.00
LBB,Lubbock International,Lubbock,TX,2015,Property Damage,
LBB,Lubbock International,Lubbock,TX,2016,Passenger Property Loss,
LBB,Lubbock International,Lubbock,TX,2016,Property Damage,
LBB,Lubbock International,Lubbock,TX,2017,Passenger Property Loss,
LBB,Lubbock International,Lubbock,TX,2017,Property Damage,
LBE,Arnold Palmer Regional Airport,Latrobe,PA,2013,Passenger Property Loss,$329.95
LBE,Arnold Palmer Regional Airport,Latrobe,PA,2013,Property Damage,$399.62
LBE,Arnold Palmer Regional Airport,Latrobe,PA,2014,Property Damage,$75.00
LBE,Arnold Palmer Regional Airport,Latrobe,PA,2015,Passenger Property Loss,$103.48
LBE,Arnold Palmer Regional Airport,Latrobe,PA,2015,Property Damage,$160.00
LBE,Arnold Palmer Regional Airport,Latrobe,PA,2016,Property Damage,$30.00
LBF,North Platte Regional,North Platte,NE,2017,Passenger Property Loss,
LCH,Lake Charles Regional Airport,Lake Charles,LA,2014,Property Damage,
LCH,Lake Charles Regional Airport,Lake Charles,LA,2017,Personal Injury,
LCK,Rickenbacker International Airport,Columbus,OH,2014,Passenger Property Loss,$349.59
LCK,Rickenbacker International Airport,Columbus,OH,2014,Property Damage,
LCK,Rickenbacker International Airport,Columbus,OH,2015,Passenger Property Loss,$34.66
LCK,Rickenbacker International Airport,Columbus,OH,2015,Property Damage,$50.00
LCK,Rickenbacker International Airport,Columbus,OH,2016,Passenger Property Loss,$495.00
LCK,Rickenbacker International Airport,Columbus,OH,2016,Property Damage,$0.00
LCK,Rickenbacker International Airport,Columbus,OH,2017,Passenger Property Loss,$32.23
LCK,Rickenbacker International Airport,Columbus,OH,2017,Property Damage,
LEB,"Lebanon, New Hampshire",Lebanon,NH,2015,Passenger Property Loss,
LEB,"Lebanon, New Hampshire",Lebanon,NH,2017,Property Damage,
LEX,"Blue Grass ,Lexington",Lexington,KY,2013,Passenger Property Loss,$316.94
LEX,"Blue Grass ,Lexington",Lexington,KY,2013,Property Damage,$379.65
LEX,"Blue Grass ,Lexington",Lexington,KY,2014,Passenger Property Loss,$100.00
LEX,"Blue Grass ,Lexington",Lexington,KY,2014,Property Damage,$356.99
LEX,"Blue Grass ,Lexington",Lexington,KY,2015,Passenger Property Loss,$75.00
LEX,"Blue Grass ,Lexington",Lexington,KY,2015,Property Damage,$122.96
LEX,"Blue Grass ,Lexington",Lexington,KY,2016,Passenger Property Loss,$275.00
LEX,"Blue Grass ,Lexington",Lexington,KY,2016,Property Damage,$344.95
LEX,"Blue Grass ,Lexington",Lexington,KY,2017,Passenger Property Loss,$185.00
LEX,"Blue Grass ,Lexington",Lexington,KY,2017,Property Damage,
LFT,Lafayette Regional,Lafayette,LA,2013,Passenger Property Loss,$0.00
LFT,Lafayette Regional,Lafayette,LA,2013,Property Damage,$0.00
LFT,Lafayette Regional,Lafayette,LA,2014,Passenger Property Loss,$0.00
LFT,Lafayette Regional,Lafayette,LA,2014,Property Damage,
LFT,Lafayette Regional,Lafayette,LA,2015,Passenger Property Loss,$0.00
LFT,Lafayette Regional,Lafayette,LA,2015,Property Damage,
LFT,Lafayette Regional,Lafayette,LA,2016,Passenger Property Loss,$0.00
LFT,Lafayette Regional,Lafayette,LA,2017,Passenger Property Loss,
LFT,Lafayette Regional,Lafayette,LA,2017,Property Damage,$180.00
LFT,Lafayette Regional,Lafayette,LA,2017,Unknown,
LGA,LaGuardia,New York,NY,2013,Passenger Property Loss,"$4,295.26"
LGA,LaGuardia,New York,NY,2013,Personal Injury,$0.00
LGA,LaGuardia,New York,NY,2013,Property Damage,"$4,559.71"
LGA,LaGuardia,New York,NY,2014,Passenger Property Loss,"$1,785.25"
LGA,LaGuardia,New York,NY,2014,Personal Injury,
LGA,LaGuardia,New York,NY,2014,Property Damage,"$5,814.27"
LGA,LaGuardia,New York,NY,2014,Unknown,$900.00
LGA,LaGuardia,New York,NY,2015,Passenger Property Loss,$926.89
LGA,LaGuardia,New York,NY,2015,Personal Injury,
LGA,LaGuardia,New York,NY,2015,Property Damage,"$3,678.07"
LGA,LaGuardia,New York,NY,2016,Complaint,
LGA,LaGuardia,New York,NY,2016,Motor Vehicle,
LGA,LaGuardia,New York,NY,2016,Passenger Property Loss,"$4,233.46"
LGA,LaGuardia,New York,NY,2016,Personal Injury,$0.00
LGA,LaGuardia,New York,NY,2016,Property Damage,"$4,597.39"
LGA,LaGuardia,New York,NY,2017,Passenger Property Loss,$38.00
LGA,LaGuardia,New York,NY,2017,Personal Injury,
LGA,LaGuardia,New York,NY,2017,Property Damage,$438.61
LGB,Long Beach,Long Beach,CA,2013,Passenger Property Loss,$203.81
LGB,Long Beach,Long Beach,CA,2013,Property Damage,$302.69
LGB,Long Beach,Long Beach,CA,2013,Unknown,
LGB,Long Beach,Long Beach,CA,2014,Passenger Property Loss,$0.00
LGB,Long Beach,Long Beach,CA,2014,Property Damage,$616.28
LGB,Long Beach,Long Beach,CA,2015,Passenger Property Loss,$698.98
LGB,Long Beach,Long Beach,CA,2015,Property Damage,$541.60
LGB,Long Beach,Long Beach,CA,2016,Passenger Property Loss,$0.00
LGB,Long Beach,Long Beach,CA,2016,Property Damage,$922.00
LGB,Long Beach,Long Beach,CA,2017,Passenger Property Loss,
LGB,Long Beach,Long Beach,CA,2017,Personal Injury,
LGB,Long Beach,Long Beach,CA,2017,Property Damage,
LIH,Lihue Airport,Lihue,HI,2013,Passenger Property Loss,$211.95
LIH,Lihue Airport,Lihue,HI,2013,Property Damage,$126.00
LIH,Lihue Airport,Lihue,HI,2014,Passenger Property Loss,$151.98
LIH,Lihue Airport,Lihue,HI,2014,Property Damage,$707.70
LIH,Lihue Airport,Lihue,HI,2015,Passenger Property Loss,$10.00
LIH,Lihue Airport,Lihue,HI,2015,Property Damage,$971.35
LIH,Lihue Airport,Lihue,HI,2016,Passenger Property Loss,$129.54
LIH,Lihue Airport,Lihue,HI,2016,Personal Injury,$0.00
LIH,Lihue Airport,Lihue,HI,2016,Property Damage,$273.64
LIH,Lihue Airport,Lihue,HI,2017,Passenger Property Loss,$0.00
LIH,Lihue Airport,Lihue,HI,2017,Personal Injury,$125.00
LIH,Lihue Airport,Lihue,HI,2017,Property Damage,$65.00
LIT,Little Rock National,Little Rock,AR,2013,Passenger Property Loss,$595.43
LIT,Little Rock National,Little Rock,AR,2013,Property Damage,$539.99
LIT,Little Rock National,Little Rock,AR,2014,Motor Vehicle,
LIT,Little Rock National,Little Rock,AR,2014,Passenger Property Loss,$0.00
LIT,Little Rock National,Little Rock,AR,2014,Property Damage,"$5,653.60"
LIT,Little Rock National,Little Rock,AR,2015,Passenger Property Loss,$0.00
LIT,Little Rock National,Little Rock,AR,2015,Property Damage,"$2,098.12"
LIT,Little Rock National,Little Rock,AR,2016,Property Damage,$114.00
LIT,Little Rock National,Little Rock,AR,2017,Passenger Property Loss,$580.00
LIT,Little Rock National,Little Rock,AR,2017,Property Damage,$35.60
LNK,Lincoln Municipal,Lincoln,NE,2013,Property Damage,$10.00
LNK,Lincoln Municipal,Lincoln,NE,2014,Property Damage,$299.00
LNK,Lincoln Municipal,Lincoln,NE,2015,Passenger Property Loss,
LNK,Lincoln Municipal,Lincoln,NE,2015,Property Damage,$50.00
LNK,Lincoln Municipal,Lincoln,NE,2016,Property Damage,$30.00
LNY,"Lanai City, HI",Lanai City,HI,2017,Passenger Property Loss,
LRD,Laredo International,Laredo,TX,2013,Property Damage,$80.00
LRD,Laredo International,Laredo,TX,2017,Property Damage,
LSE,La Crosse Municipal,La Crosse,WI,2013,Passenger Property Loss,$238.83
LSE,La Crosse Municipal,La Crosse,WI,2013,Property Damage,$39.99
LSE,La Crosse Municipal,La Crosse,WI,2014,Passenger Property Loss,$18.90
LSE,La Crosse Municipal,La Crosse,WI,2017,Passenger Property Loss,
LSE,La Crosse Municipal,La Crosse,WI,2017,Property Damage,$9.00
LWS,Lewiston Nez-Perce County Regional,Lewiston,ID,2013,Passenger Property Loss,$239.88
LWS,Lewiston Nez-Perce County Regional,Lewiston,ID,2014,Property Damage,$85.00
LWS,Lewiston Nez-Perce County Regional,Lewiston,ID,2015,Property Damage,$0.00
LWS,Lewiston Nez-Perce County Regional,Lewiston,ID,2016,Property Damage,$0.00
LWS,Lewiston Nez-Perce County Regional,Lewiston,ID,2017,Passenger Property Loss,
LWS,Lewiston Nez-Perce County Regional,Lewiston,ID,2017,Property Damage,
LYH,Lynchburg Regional,Lynchburg,VA,2013,Property Damage,$0.00
LYH,Lynchburg Regional,Lynchburg,VA,2014,Passenger Property Loss,$15.00
LYH,Lynchburg Regional,Lynchburg,VA,2014,Personal Injury,
LYH,Lynchburg Regional,Lynchburg,VA,2015,Passenger Property Loss,$0.00
LYH,Lynchburg Regional,Lynchburg,VA,2015,Property Damage,$470.25
LYH,Lynchburg Regional,Lynchburg,VA,2016,Passenger Property Loss,$9.99
LYH,Lynchburg Regional,Lynchburg,VA,2016,Property Damage,$94.61
LYH,Lynchburg Regional,Lynchburg,VA,2017,Passenger Property Loss,
MAF,Midland International Airport,Midland,TX,2013,Passenger Property Loss,$0.00
MAF,Midland International Airport,Midland,TX,2013,Property Damage,$0.00
MAF,Midland International Airport,Midland,TX,2014,Passenger Property Loss,$0.00
MAF,Midland International Airport,Midland,TX,2014,Property Damage,$200.00
MAF,Midland International Airport,Midland,TX,2015,Passenger Property Loss,$0.00
MAF,Midland International Airport,Midland,TX,2015,Property Damage,$190.79
MAF,Midland International Airport,Midland,TX,2016,Passenger Property Loss,$0.00
MAF,Midland International Airport,Midland,TX,2016,Property Damage,$220.00
MAF,Midland International Airport,Midland,TX,2017,Passenger Property Loss,$65.00
MAF,Midland International Airport,Midland,TX,2017,Property Damage,
MBS,MBS International,Saginaw,MI,2013,Property Damage,$0.00
MBS,MBS International,Saginaw,MI,2014,Passenger Property Loss,
MBS,MBS International,Saginaw,MI,2015,Passenger Property Loss,$0.00
MBS,MBS International,Saginaw,MI,2016,Passenger Property Loss,$0.00
MBS,MBS International,Saginaw,MI,2016,Property Damage,$164.22
MBS,MBS International,Saginaw,MI,2017,Passenger Property Loss,$12.91
MBS,MBS International,Saginaw,MI,2017,Property Damage,
MCE,Merced Regional Airport/Macready Field,Merced,CA,2016,Property Damage,
MCI,Kansas City International,Kansas City,MO,2013,Passenger Property Loss,
MCI,Kansas City International,Kansas City,MO,2013,Property Damage,
MCI,Kansas City International,Kansas City,MO,2014,Passenger Property Loss,
MCI,Kansas City International,Kansas City,MO,2014,Property Damage,
MCI,Kansas City International,Kansas City,MO,2015,Passenger Property Loss,
MCI,Kansas City International,Kansas City,MO,2015,Property Damage,
MCI,Kansas City International,Kansas City,MO,2016,Passenger Property Loss,
MCI,Kansas City International,Kansas City,MO,2016,Property Damage,
MCI,Kansas City International,Kansas City,MO,2017,Passenger Property Loss,
MCI,Kansas City International,Kansas City,MO,2017,Property Damage,
MCI,Kansas City International,Kansas City,MO,2017,Unknown,
MCK,McCook Municipal,Mc Cook,NE,2017,Property Damage,
MCO,Orlando International Airport,Orlando,FL,2013,Motor Vehicle,
MCO,Orlando International Airport,Orlando,FL,2013,Passenger Property Loss,"$11,275.65"
MCO,Orlando International Airport,Orlando,FL,2013,Personal Injury,$0.00
MCO,Orlando International Airport,Orlando,FL,2013,Property Damage,"$15,292.73"
MCO,Orlando International Airport,Orlando,FL,2013,Unknown,$0.00
MCO,Orlando International Airport,Orlando,FL,2014,Complaint,$0.00
MCO,Orlando International Airport,Orlando,FL,2014,Passenger Property Loss,"$9,279.77"
MCO,Orlando International Airport,Orlando,FL,2014,Personal Injury,
MCO,Orlando International Airport,Orlando,FL,2014,Property Damage,"$10,969.20"
MCO,Orlando International Airport,Orlando,FL,2015,Complaint,
MCO,Orlando International Airport,Orlando,FL,2015,Passenger Property Loss,"$9,574.78"
MCO,Orlando International Airport,Orlando,FL,2015,Personal Injury,"$1,500.00"
MCO,Orlando International Airport,Orlando,FL,2015,Property Damage,"$11,570.97"
MCO,Orlando International Airport,Orlando,FL,2016,Missed Flight,$0.00
MCO,Orlando International Airport,Orlando,FL,2016,Passenger Property Loss,"$4,794.69"
MCO,Orlando International Airport,Orlando,FL,2016,Personal Injury,$0.00
MCO,Orlando International Airport,Orlando,FL,2016,Property Damage,"$6,838.03"
MCO,Orlando International Airport,Orlando,FL,2016,Property Loss,
MCO,Orlando International Airport,Orlando,FL,2016,Unknown,
MCO,Orlando International Airport,Orlando,FL,2017,Missed Flight,
MCO,Orlando International Airport,Orlando,FL,2017,Passenger Property Loss,$997.00
MCO,Orlando International Airport,Orlando,FL,2017,Personal Injury,"$2,500.00"
MCO,Orlando International Airport,Orlando,FL,2017,Property Damage,"$4,496.09"
MCO,Orlando International Airport,Orlando,FL,2017,Unknown,
MDT,Harrisburg International,Harrisburg,PA,2013,Passenger Property Loss,$226.15
MDT,Harrisburg International,Harrisburg,PA,2013,Property Damage,$0.00
MDT,Harrisburg International,Harrisburg,PA,2014,Passenger Property Loss,$62.00
MDT,Harrisburg International,Harrisburg,PA,2014,Property Damage,$268.67
MDT,Harrisburg International,Harrisburg,PA,2015,Passenger Property Loss,$10.45
MDT,Harrisburg International,Harrisburg,PA,2015,Property Damage,$372.02
MDT,Harrisburg International,Harrisburg,PA,2016,Passenger Property Loss,$120.00
MDT,Harrisburg International,Harrisburg,PA,2016,Property Damage,"$1,169.99"
MDT,Harrisburg International,Harrisburg,PA,2017,Passenger Property Loss,
MDT,Harrisburg International,Harrisburg,PA,2017,Property Damage,$101.00
MDW,Midway International Airport,Chicago,IL,2013,Passenger Property Loss,"$2,528.17"
MDW,Midway International Airport,Chicago,IL,2013,Personal Injury,$0.00
MDW,Midway International Airport,Chicago,IL,2013,Property Damage,$563.64
MDW,Midway International Airport,Chicago,IL,2014,Passenger Property Loss,$699.40
MDW,Midway International Airport,Chicago,IL,2014,Property Damage,"$2,231.99"
MDW,Midway International Airport,Chicago,IL,2015,Passenger Property Loss,$344.94
MDW,Midway International Airport,Chicago,IL,2015,Personal Injury,
MDW,Midway International Airport,Chicago,IL,2015,Property Damage,"$1,736.15"
MDW,Midway International Airport,Chicago,IL,2016,Complaint,
MDW,Midway International Airport,Chicago,IL,2016,Passenger Property Loss,$530.89
MDW,Midway International Airport,Chicago,IL,2016,Personal Injury,
MDW,Midway International Airport,Chicago,IL,2016,Property Damage,$237.99
MDW,Midway International Airport,Chicago,IL,2017,Passenger Property Loss,$171.72
MDW,Midway International Airport,Chicago,IL,2017,Personal Injury,
MDW,Midway International Airport,Chicago,IL,2017,Property Damage,
MEM,Memphis International Airport,Memphis,TN,2013,Passenger Property Loss,$394.33
MEM,Memphis International Airport,Memphis,TN,2013,Property Damage,$379.17
MEM,Memphis International Airport,Memphis,TN,2014,Passenger Property Loss,$152.80
MEM,Memphis International Airport,Memphis,TN,2014,Property Damage,$776.04
MEM,Memphis International Airport,Memphis,TN,2015,Passenger Property Loss,$344.86
MEM,Memphis International Airport,Memphis,TN,2015,Property Damage,"$1,119.23"
MEM,Memphis International Airport,Memphis,TN,2016,Passenger Property Loss,$130.17
MEM,Memphis International Airport,Memphis,TN,2016,Property Damage,$852.81
MEM,Memphis International Airport,Memphis,TN,2017,Passenger Property Loss,$8.66
MEM,Memphis International Airport,Memphis,TN,2017,Passenger Theft,$0.00
MEM,Memphis International Airport,Memphis,TN,2017,Property Damage,$224.88
MFE,McAllen-Miller International,Mc Allen,TX,2013,Property Damage,
MFE,McAllen-Miller International,Mc Allen,TX,2014,Passenger Property Loss,$130.50
MFE,McAllen-Miller International,Mc Allen,TX,2014,Property Damage,
MFE,McAllen-Miller International,Mc Allen,TX,2015,Passenger Property Loss,$7.48
MFE,McAllen-Miller International,Mc Allen,TX,2015,Property Damage,$75.00
MFE,McAllen-Miller International,Mc Allen,TX,2016,Passenger Property Loss,$78.99
MFE,McAllen-Miller International,Mc Allen,TX,2017,Passenger Property Loss,
MFE,McAllen-Miller International,Mc Allen,TX,2017,Property Damage,
MFR,Rogue Valley International,Medford,OR,2013,Passenger Property Loss,$0.00
MFR,Rogue Valley International,Medford,OR,2013,Property Damage,
MFR,Rogue Valley International,Medford,OR,2013,Unknown,
MFR,Rogue Valley International,Medford,OR,2014,Passenger Property Loss,$128.88
MFR,Rogue Valley International,Medford,OR,2015,Passenger Property Loss,$39.22
MFR,Rogue Valley International,Medford,OR,2015,Property Damage,$362.53
MFR,Rogue Valley International,Medford,OR,2016,Passenger Property Loss,$0.00
MFR,Rogue Valley International,Medford,OR,2016,Property Damage,$0.00
MFR,Rogue Valley International,Medford,OR,2017,Passenger Property Loss,
MFR,Rogue Valley International,Medford,OR,2017,Property Damage,
MGM,Montgomery Regional-Dannelly Field,Montgomery,AL,2013,Passenger Property Loss,
MGM,Montgomery Regional-Dannelly Field,Montgomery,AL,2014,Property Damage,$0.00
MGM,Montgomery Regional-Dannelly Field,Montgomery,AL,2015,Passenger Property Loss,$5.00
MGM,Montgomery Regional-Dannelly Field,Montgomery,AL,2016,Passenger Property Loss,
MGM,Montgomery Regional-Dannelly Field,Montgomery,AL,2017,Passenger Property Loss,
MGM,Montgomery Regional-Dannelly Field,Montgomery,AL,2017,Property Damage,
MGW,Morgantown Municipal,Morgantown,WV,2014,Property Damage,
MHK,Manhattan Regional,Manhattan,KS,2013,Passenger Property Loss,$92.59
MHK,Manhattan Regional,Manhattan,KS,2013,Property Damage,$0.00
MHK,Manhattan Regional,Manhattan,KS,2014,Passenger Property Loss,$13.99
MHK,Manhattan Regional,Manhattan,KS,2014,Property Damage,$0.00
MHK,Manhattan Regional,Manhattan,KS,2015,Passenger Property Loss,$0.00
MHK,Manhattan Regional,Manhattan,KS,2015,Property Damage,$0.00
MHK,Manhattan Regional,Manhattan,KS,2016,Passenger Property Loss,$0.00
MHK,Manhattan Regional,Manhattan,KS,2017,Passenger Property Loss,
MHK,Manhattan Regional,Manhattan,KS,2017,Property Damage,$29.95
MHT,Manchester Regional Airport,Manchester,NH,2013,Passenger Property Loss,$90.00
MHT,Manchester Regional Airport,Manchester,NH,2013,Property Damage,$280.20
MHT,Manchester Regional Airport,Manchester,NH,2013,Unknown,
MHT,Manchester Regional Airport,Manchester,NH,2014,Passenger Property Loss,$121.34
MHT,Manchester Regional Airport,Manchester,NH,2014,Property Damage,$204.00
MHT,Manchester Regional Airport,Manchester,NH,2015,Passenger Property Loss,$237.08
MHT,Manchester Regional Airport,Manchester,NH,2015,Property Damage,$964.86
MHT,Manchester Regional Airport,Manchester,NH,2016,Property Damage,$165.00
MHT,Manchester Regional Airport,Manchester,NH,2017,Motor Vehicle,"$1,075.27"
MHT,Manchester Regional Airport,Manchester,NH,2017,Passenger Property Loss,$15.38
MHT,Manchester Regional Airport,Manchester,NH,2017,Property Damage,
MIA,Miami International Airport,Miami,FL,2013,Motor Vehicle,
MIA,Miami International Airport,Miami,FL,2013,Passenger Property Loss,"$7,761.01"
MIA,Miami International Airport,Miami,FL,2013,Personal Injury,$0.00
MIA,Miami International Airport,Miami,FL,2013,Property Damage,"$6,237.02"
MIA,Miami International Airport,Miami,FL,2013,Unknown,
MIA,Miami International Airport,Miami,FL,2014,Passenger Property Loss,"$5,017.57"
MIA,Miami International Airport,Miami,FL,2014,Personal Injury,$0.00
MIA,Miami International Airport,Miami,FL,2014,Property Damage,"$3,774.95"
MIA,Miami International Airport,Miami,FL,2015,Complaint,
MIA,Miami International Airport,Miami,FL,2015,Passenger Property Loss,"$7,267.63"
MIA,Miami International Airport,Miami,FL,2015,Personal Injury,
MIA,Miami International Airport,Miami,FL,2015,Property Damage,"$12,938.20"
MIA,Miami International Airport,Miami,FL,2015,Unknown,$0.00
MIA,Miami International Airport,Miami,FL,2016,Complaint,
MIA,Miami International Airport,Miami,FL,2016,Employee Loss (MPCECA),"$1,724.00"
MIA,Miami International Airport,Miami,FL,2016,Passenger Property Loss,"$4,207.01"
MIA,Miami International Airport,Miami,FL,2016,Personal Injury,
MIA,Miami International Airport,Miami,FL,2016,Property Damage,"$8,238.30"
MIA,Miami International Airport,Miami,FL,2016,Property Loss,
MIA,Miami International Airport,Miami,FL,2017,Complaint,
MIA,Miami International Airport,Miami,FL,2017,Motor Vehicle,
MIA,Miami International Airport,Miami,FL,2017,Passenger Property Loss,$839.15
MIA,Miami International Airport,Miami,FL,2017,Property Damage,"$2,006.91"
MIA,Miami International Airport,Miami,FL,2017,Unknown,
MKE,General Mitchell International Airport,Milwaukee,WI,2013,Passenger Property Loss,$776.98
MKE,General Mitchell International Airport,Milwaukee,WI,2013,Property Damage,$285.76
MKE,General Mitchell International Airport,Milwaukee,WI,2014,Passenger Property Loss,$168.99
MKE,General Mitchell International Airport,Milwaukee,WI,2014,Personal Injury,
MKE,General Mitchell International Airport,Milwaukee,WI,2014,Property Damage,$674.05
MKE,General Mitchell International Airport,Milwaukee,WI,2015,Passenger Property Loss,$148.00
MKE,General Mitchell International Airport,Milwaukee,WI,2015,Property Damage,$638.78
