Airport_Code,Airport_Name,City,State,Year,Claim_Type,Total_Close_Amount
DRO,"Durango - La Plata County, CO",Durango,CO,2013,Passenger Property Loss,$203.40
DRO,"Durango - La Plata County, CO",Durango,CO,2015,Passenger Property Loss,$0.00
DRO,"Durango - La Plata County, CO",Durango,CO,2015,Property Damage,$305.19
DRO,"Durango - La Plata County, CO",Durango,CO,2016,Passenger Property Loss,
DRO,"Durango - La Plata County, CO",Durango,CO,2016,Property Damage,$0.00
DRO,"Durango - La Plata County, CO",Durango,CO,2017,Passenger Property Loss,
DRO,"Durango - La Plata County, CO",Durango,CO,2017,Property Damage,
DSM,Des Moines International,Des Moines,IA,2013,Passenger Property Loss,$0.00
DSM,Des Moines International,Des Moines,IA,2013,Property Damage,$234.95
DSM,Des Moines International,Des Moines,IA,2014,Passenger Property Loss,$0.00
DSM,Des Moines International,Des Moines,IA,2014,Property Damage,$277.98
DSM,Des Moines International,Des Moines,IA,2015,Passenger Property Loss,$391.90
DSM,Des Moines International,Des Moines,IA,2015,Property Damage,$612.41
DSM,Des Moines International,Des Moines,IA,2016,Passenger Property Loss,$195.00
DSM,Des Moines International,Des Moines,IA,2016,Property Damage,$565.00
DSM,Des Moines International,Des Moines,IA,2017,Passenger Property Loss,$42.37
DSM,Des Moines International,Des Moines,IA,2017,Property Damage,
DSM,Des Moines International,Des Moines,IA,2017,Unknown,
DTW,Detroit Metropolitan Wayne County Airport,Detroit,MI,2013,Passenger Property Loss,$946.36
DTW,Detroit Metropolitan Wayne County Airport,Detroit,MI,2013,Property Damage,$319.35
DTW,Detroit Metropolitan Wayne County Airport,Detroit,MI,2014,Passenger Property Loss,$499.43
DTW,Detroit Metropolitan Wayne County Airport,Detroit,MI,2014,Property Damage,"$1,349.08"
DTW,Detroit Metropolitan Wayne County Airport,Detroit,MI,2014,Unknown,$0.00
DTW,Detroit Metropolitan Wayne County Airport,Detroit,MI,2015,Passenger Property Loss,$669.58
DTW,Detroit Metropolitan Wayne County Airport,Detroit,MI,2015,Personal Injury,
DTW,Detroit Metropolitan Wayne County Airport,Detroit,MI,2015,Property Damage,"$1,712.76"
DTW,Detroit Metropolitan Wayne County Airport,Detroit,MI,2016,Complaint,$0.00
DTW,Detroit Metropolitan Wayne County Airport,Detroit,MI,2016,Missed Flight,
DTW,Detroit Metropolitan Wayne County Airport,Detroit,MI,2016,Passenger Property Loss,$457.58
DTW,Detroit Metropolitan Wayne County Airport,Detroit,MI,2016,Personal Injury,
DTW,Detroit Metropolitan Wayne County Airport,Detroit,MI,2016,Property Damage,$774.25
DTW,Detroit Metropolitan Wayne County Airport,Detroit,MI,2016,Property Loss,
DTW,Detroit Metropolitan Wayne County Airport,Detroit,MI,2017,Passenger Property Loss,"$1,546.30"
DTW,Detroit Metropolitan Wayne County Airport,Detroit,MI,2017,Passenger Theft,
DTW,Detroit Metropolitan Wayne County Airport,Detroit,MI,2017,Property Damage,"$1,305.41"
DVL,"Devils Lake Municipal Airport, Knoke Field",Devils Lake,ND,2016,Property Damage,$0.00
EAT,Pangborn Memorial,Wenatchee,WA,2013,Passenger Property Loss,
EAT,Pangborn Memorial,Wenatchee,WA,2013,Property Damage,$97.32
EAT,Pangborn Memorial,Wenatchee,WA,2014,Passenger Property Loss,
EAT,Pangborn Memorial,Wenatchee,WA,2014,Property Damage,
EAT,Pangborn Memorial,Wenatchee,WA,2015,Passenger Property Loss,$0.00
EAT,Pangborn Memorial,Wenatchee,WA,2015,Property Damage,$500.00
EAT,Pangborn Memorial,Wenatchee,WA,2016,Passenger Property Loss,
EAU,Chippewa Valley Regional Airport,Eau Claire,WI,2013,Property Damage,$239.79
EAU,Chippewa Valley Regional Airport,Eau Claire,WI,2014,Property Damage,$0.00
EAU,Chippewa Valley Regional Airport,Eau Claire,WI,2015,Passenger Property Loss,
EAU,Chippewa Valley Regional Airport,Eau Claire,WI,2016,Passenger Property Loss,
EAU,Chippewa Valley Regional Airport,Eau Claire,WI,2016,Property Damage,
EAU,Chippewa Valley Regional Airport,Eau Claire,WI,2017,Property Damage,$7.33
ECP,Northwest Florida Beaches International Airport,Panama City,FL,2013,Passenger Property Loss,
ECP,Northwest Florida Beaches International Airport,Panama City,FL,2013,Property Damage,$0.00
ECP,Northwest Florida Beaches International Airport,Panama City,FL,2014,Passenger Property Loss,$36.72
ECP,Northwest Florida Beaches International Airport,Panama City,FL,2015,Passenger Property Loss,$171.00
ECP,Northwest Florida Beaches International Airport,Panama City,FL,2016,Passenger Property Loss,$20.60
ECP,Northwest Florida Beaches International Airport,Panama City,FL,2016,Property Damage,$0.00
ECP,Northwest Florida Beaches International Airport,Panama City,FL,2017,Passenger Property Loss,
ECP,Northwest Florida Beaches International Airport,Panama City,FL,2017,Property Damage,$0.00
EGE,Eagle County Regional,Eagle,CO,2013,Passenger Property Loss,$168.00
EGE,Eagle County Regional,Eagle,CO,2014,Passenger Property Loss,$0.00
EGE,Eagle County Regional,Eagle,CO,2014,Property Damage,$0.00
EGE,Eagle County Regional,Eagle,CO,2015,Passenger Property Loss,$0.00
EGE,Eagle County Regional,Eagle,CO,2015,Property Damage,$649.00
EGE,Eagle County Regional,Eagle,CO,2017,Passenger Property Loss,$0.00
EGE,Eagle County Regional,Eagle,CO,2017,Property Damage,
EKO,Elko Regional,Elko,NV,2014,Passenger Property Loss,$0.00
EKO,Elko Regional,Elko,NV,2014,Property Damage,$114.00
EKO,Elko Regional,Elko,NV,2015,Passenger Property Loss,$50.00
EKO,Elko Regional,Elko,NV,2015,Property Damage,$100.00
EKO,Elko Regional,Elko,NV,2017,Passenger Property Loss,
ELM,Elmira Corning International,Elmira/Corning,NY,2013,Passenger Property Loss,$72.50
ELM,Elmira Corning International,Elmira/Corning,NY,2014,Property Damage,$500.00
ELM,Elmira Corning International,Elmira/Corning,NY,2015,Passenger Property Loss,$78.80
ELM,Elmira Corning International,Elmira/Corning,NY,2015,Property Damage,$111.50
ELM,Elmira Corning International,Elmira/Corning,NY,2016,Passenger Property Loss,$32.79
ELP,El Paso International Airport,El Paso,TX,2013,Passenger Property Loss,$326.27
ELP,El Paso International Airport,El Paso,TX,2013,Property Damage,$212.40
ELP,El Paso International Airport,El Paso,TX,2013,Unknown,$90.00
ELP,El Paso International Airport,El Paso,TX,2014,Passenger Property Loss,$0.00
ELP,El Paso International Airport,El Paso,TX,2014,Property Damage,$674.98
ELP,El Paso International Airport,El Paso,TX,2015,Passenger Property Loss,$37.53
ELP,El Paso International Airport,El Paso,TX,2015,Property Damage,$814.98
ELP,El Paso International Airport,El Paso,TX,2016,Passenger Property Loss,"$1,730.26"
ELP,El Paso International Airport,El Paso,TX,2016,Property Damage,$50.00
ELP,El Paso International Airport,El Paso,TX,2017,Passenger Property Loss,$0.00
ELP,El Paso International Airport,El Paso,TX,2017,Property Damage,$49.99
ENA,Kenai Municipal Airport,Kenai,AK,2013,Passenger Property Loss,$34.60
ENV,Wendover Municipal Airport,Wendover,UT,2013,Property Damage,
ENV,Wendover Municipal Airport,Wendover,UT,2014,Passenger Property Loss,$0.00
ENV,Wendover Municipal Airport,Wendover,UT,2014,Property Damage,
ENV,Wendover Municipal Airport,Wendover,UT,2017,Passenger Property Loss,
ENV,Wendover Municipal Airport,Wendover,UT,2017,Property Damage,
ERI,Erie International,Erie,PA,2013,Property Damage,$155.00
ERI,Erie International,Erie,PA,2014,Property Damage,
ERI,Erie International,Erie,PA,2015,Passenger Property Loss,
ERI,Erie International,Erie,PA,2015,Property Damage,$0.00
ERI,Erie International,Erie,PA,2017,Property Damage,
ESC,Delta County,Escanaba,MI,2013,Passenger Property Loss,
ESC,Delta County,Escanaba,MI,2013,Property Damage,$0.00
ESC,Delta County,Escanaba,MI,2017,Property Damage,
EUG,Eugene Airport/Mahlon Sweet Field,Eugene,OR,2013,Passenger Property Loss,$107.96
EUG,Eugene Airport/Mahlon Sweet Field,Eugene,OR,2013,Property Damage,"$1,689.00"
EUG,Eugene Airport/Mahlon Sweet Field,Eugene,OR,2014,Complaint,$50.00
EUG,Eugene Airport/Mahlon Sweet Field,Eugene,OR,2014,Passenger Property Loss,$168.95
EUG,Eugene Airport/Mahlon Sweet Field,Eugene,OR,2014,Property Damage,$719.95
EUG,Eugene Airport/Mahlon Sweet Field,Eugene,OR,2015,Passenger Property Loss,$0.00
EUG,Eugene Airport/Mahlon Sweet Field,Eugene,OR,2015,Property Damage,$299.99
EUG,Eugene Airport/Mahlon Sweet Field,Eugene,OR,2016,Property Damage,$992.57
EUG,Eugene Airport/Mahlon Sweet Field,Eugene,OR,2017,Passenger Property Loss,$14.17
EUG,Eugene Airport/Mahlon Sweet Field,Eugene,OR,2017,Property Damage,
EVV,Evansville Regional Airport,Evansville,IN,2013,Passenger Property Loss,$0.00
EVV,Evansville Regional Airport,Evansville,IN,2014,Passenger Property Loss,
EVV,Evansville Regional Airport,Evansville,IN,2015,Property Damage,$0.00
EVV,Evansville Regional Airport,Evansville,IN,2016,Property Damage,$0.00
EVV,Evansville Regional Airport,Evansville,IN,2017,Passenger Property Loss,
EWN,Craven County Regional,New Bern,NC,2013,Passenger Property Loss,$0.00
EWN,Craven County Regional,New Bern,NC,2013,Property Damage,
EWN,Craven County Regional,New Bern,NC,2014,Property Damage,$276.41
EWN,Craven County Regional,New Bern,NC,2015,Passenger Property Loss,$0.00
EWN,Craven County Regional,New Bern,NC,2015,Property Damage,$99.00
EWN,Craven County Regional,New Bern,NC,2016,Property Damage,$35.38
EWN,Craven County Regional,New Bern,NC,2017,Passenger Property Loss,
EWR,Newark International Airport,Newark,NJ,2013,Complaint,$185.00
EWR,Newark International Airport,Newark,NJ,2013,Passenger Property Loss,"$12,212.72"
EWR,Newark International Airport,Newark,NJ,2013,Personal Injury,$0.00
EWR,Newark International Airport,Newark,NJ,2013,Property Damage,"$14,010.91"
EWR,Newark International Airport,Newark,NJ,2013,Unknown,
EWR,Newark International Airport,Newark,NJ,2014,Passenger Property Loss,"$11,246.76"
EWR,Newark International Airport,Newark,NJ,2014,Personal Injury,"$2,000.00"
EWR,Newark International Airport,Newark,NJ,2014,Property Damage,"$9,566.43"
EWR,Newark International Airport,Newark,NJ,2014,Unknown,
EWR,Newark International Airport,Newark,NJ,2015,Complaint,
EWR,Newark International Airport,Newark,NJ,2015,Motor Vehicle,$22.48
EWR,Newark International Airport,Newark,NJ,2015,Passenger Property Loss,"$9,736.57"
EWR,Newark International Airport,Newark,NJ,2015,Property Damage,"$15,401.74"
EWR,Newark International Airport,Newark,NJ,2016,Complaint,
EWR,Newark International Airport,Newark,NJ,2016,Passenger Property Loss,"$3,134.60"
EWR,Newark International Airport,Newark,NJ,2016,Personal Injury,
EWR,Newark International Airport,Newark,NJ,2016,Property Damage,"$11,935.88"
EWR,Newark International Airport,Newark,NJ,2016,Property Loss,$0.00
EWR,Newark International Airport,Newark,NJ,2017,Missed Flight,
EWR,Newark International Airport,Newark,NJ,2017,Passenger Property Loss,"$3,105.53"
EWR,Newark International Airport,Newark,NJ,2017,Personal Injury,
EWR,Newark International Airport,Newark,NJ,2017,Property Damage,"$2,793.47"
EWR,Newark International Airport,Newark,NJ,2017,Unknown,
EYW,Key West International Airport,Key West,FL,2013,Passenger Property Loss,
EYW,Key West International Airport,Key West,FL,2013,Property Damage,
EYW,Key West International Airport,Key West,FL,2014,Passenger Property Loss,
EYW,Key West International Airport,Key West,FL,2015,Passenger Property Loss,
EYW,Key West International Airport,Key West,FL,2016,Passenger Property Loss,
EYW,Key West International Airport,Key West,FL,2017,Passenger Property Loss,
F,Foreign airport,Unknown,Unknown,2013,Passenger Property Loss,$0.00
F,Foreign airport,Unknown,Unknown,2013,Property Damage,$0.00
F,Foreign airport,Unknown,Unknown,2013,Unknown,
F,Foreign airport,Unknown,Unknown,2014,Complaint,$0.00
F,Foreign airport,Unknown,Unknown,2014,Passenger Property Loss,$0.00
F,Foreign airport,Unknown,Unknown,2014,Property Damage,$0.00
F,Foreign airport,Unknown,Unknown,2014,Unknown,$0.00
F,Foreign airport,Unknown,Unknown,2015,Complaint,
F,Foreign airport,Unknown,Unknown,2015,Passenger Property Loss,$0.00
F,Foreign airport,Unknown,Unknown,2015,Personal Injury,
F,Foreign airport,Unknown,Unknown,2015,Property Damage,$0.00
F,Foreign airport,Unknown,Unknown,2015,Unknown,$0.00
F,Foreign airport,Unknown,Unknown,2016,Passenger Property Loss,$0.00
F,Foreign airport,Unknown,Unknown,2016,Property Damage,$0.00
F,Foreign airport,Unknown,Unknown,2016,Property Loss,$0.00
F,Foreign airport,Unknown,Unknown,2017,Passenger Property Loss,$0.00
F,Foreign airport,Unknown,Unknown,2017,Property Damage,$0.00
FAI,Fairbanks International,Fairbanks,AK,2013,Passenger Property Loss,$22.35
FAI,Fairbanks International,Fairbanks,AK,2013,Property Damage,$389.61
FAI,Fairbanks International,Fairbanks,AK,2014,Passenger Property Loss,$35.00
FAI,Fairbanks International,Fairbanks,AK,2014,Property Damage,
FAI,Fairbanks International,Fairbanks,AK,2015,Passenger Property Loss,$53.50
FAI,Fairbanks International,Fairbanks,AK,2016,Passenger Property Loss,
FAI,Fairbanks International,Fairbanks,AK,2016,Property Damage,$279.00
FAI,Fairbanks International,Fairbanks,AK,2017,Passenger Property Loss,$8.75
FAI,Fairbanks International,Fairbanks,AK,2017,Property Damage,
FAR,Hector International,Fargo,ND,2013,Passenger Property Loss,$85.00
FAR,Hector International,Fargo,ND,2014,Passenger Property Loss,$0.00
FAR,Hector International,Fargo,ND,2014,Property Damage,$272.84
FAR,Hector International,Fargo,ND,2016,Passenger Property Loss,$0.00
FAR,Hector International,Fargo,ND,2016,Property Damage,
FAR,Hector International,Fargo,ND,2017,Passenger Property Loss,$28.00
FAR,Hector International,Fargo,ND,2017,Property Damage,$125.00
FAT,Fresno Yosemite International,Fresno,CA,2013,Passenger Property Loss,$0.00
FAT,Fresno Yosemite International,Fresno,CA,2013,Property Damage,$228.50
FAT,Fresno Yosemite International,Fresno,CA,2013,Unknown,
FAT,Fresno Yosemite International,Fresno,CA,2014,Passenger Property Loss,$0.00
FAT,Fresno Yosemite International,Fresno,CA,2014,Property Damage,
FAT,Fresno Yosemite International,Fresno,CA,2015,Passenger Property Loss,$416.33
FAT,Fresno Yosemite International,Fresno,CA,2015,Property Damage,$536.15
FAT,Fresno Yosemite International,Fresno,CA,2016,Property Damage,$100.00
FAT,Fresno Yosemite International,Fresno,CA,2017,Passenger Property Loss,
FAT,Fresno Yosemite International,Fresno,CA,2017,Property Damage,$455.00
FAY,Fayetteville Regional,Fayetteville,NC,2013,Passenger Property Loss,$64.20
FAY,Fayetteville Regional,Fayetteville,NC,2014,Passenger Property Loss,$0.00
FAY,Fayetteville Regional,Fayetteville,NC,2014,Property Damage,$0.00
FAY,Fayetteville Regional,Fayetteville,NC,2015,Property Damage,$217.00
FAY,Fayetteville Regional,Fayetteville,NC,2016,Property Damage,
FAY,Fayetteville Regional,Fayetteville,NC,2017,Property Damage,$0.00
FLG,Flagstaff Pulliam,Flagstaff,AZ,2013,Property Damage,
FLG,Flagstaff Pulliam,Flagstaff,AZ,2014,Passenger Property Loss,$0.00
FLG,Flagstaff Pulliam,Flagstaff,AZ,2014,Property Damage,
FLG,Flagstaff Pulliam,Flagstaff,AZ,2017,Passenger Property Loss,$0.00
FLG,Flagstaff Pulliam,Flagstaff,AZ,2017,Property Damage,
FLL,Ft. Lauderdale-Hollywood International,Fort Lauderdale,FL,2013,Passenger Property Loss,"$2,698.06"
FLL,Ft. Lauderdale-Hollywood International,Fort Lauderdale,FL,2013,Personal Injury,$0.00
FLL,Ft. Lauderdale-Hollywood International,Fort Lauderdale,FL,2013,Property Damage,"$4,202.23"
FLL,Ft. Lauderdale-Hollywood International,Fort Lauderdale,FL,2013,Unknown,
FLL,Ft. Lauderdale-Hollywood International,Fort Lauderdale,FL,2014,Passenger Property Loss,"$4,074.13"
FLL,Ft. Lauderdale-Hollywood International,Fort Lauderdale,FL,2014,Personal Injury,"$2,939.01"
FLL,Ft. Lauderdale-Hollywood International,Fort Lauderdale,FL,2014,Property Damage,"$6,240.52"
FLL,Ft. Lauderdale-Hollywood International,Fort Lauderdale,FL,2015,Employee Loss (MPCECA),
FLL,Ft. Lauderdale-Hollywood International,Fort Lauderdale,FL,2015,Passenger Property Loss,"$3,525.31"
FLL,Ft. Lauderdale-Hollywood International,Fort Lauderdale,FL,2015,Property Damage,"$9,209.20"
FLL,Ft. Lauderdale-Hollywood International,Fort Lauderdale,FL,2016,Complaint,
FLL,Ft. Lauderdale-Hollywood International,Fort Lauderdale,FL,2016,Passenger Property Loss,"$2,210.85"
FLL,Ft. Lauderdale-Hollywood International,Fort Lauderdale,FL,2016,Personal Injury,
FLL,Ft. Lauderdale-Hollywood International,Fort Lauderdale,FL,2016,Property Damage,"$4,829.93"
FLL,Ft. Lauderdale-Hollywood International,Fort Lauderdale,FL,2017,Passenger Property Loss,$972.01
FLL,Ft. Lauderdale-Hollywood International,Fort Lauderdale,FL,2017,Passenger Theft,
FLL,Ft. Lauderdale-Hollywood International,Fort Lauderdale,FL,2017,Personal Injury,
FLL,Ft. Lauderdale-Hollywood International,Fort Lauderdale,FL,2017,Property Damage,$519.20
FLL,Ft. Lauderdale-Hollywood International,Fort Lauderdale,FL,2017,Unknown,
FLO,Florence Regional,Florence,SC,2013,Passenger Property Loss,$100.00
FLO,Florence Regional,Florence,SC,2013,Property Damage,$0.00
FLO,Florence Regional,Florence,SC,2014,Passenger Property Loss,$100.00
FLO,Florence Regional,Florence,SC,2016,Passenger Property Loss,$799.00
FLO,Florence Regional,Florence,SC,2017,Passenger Property Loss,
FNT,"Bishop International, Flint",Flint,MI,2013,Passenger Property Loss,$25.42
FNT,"Bishop International, Flint",Flint,MI,2013,Property Damage,
FNT,"Bishop International, Flint",Flint,MI,2014,Passenger Property Loss,$95.40
FNT,"Bishop International, Flint",Flint,MI,2014,Property Damage,
FNT,"Bishop International, Flint",Flint,MI,2016,Passenger Property Loss,$0.00
FNT,"Bishop International, Flint",Flint,MI,2016,Property Damage,$0.00
FNT,"Bishop International, Flint",Flint,MI,2017,Passenger Property Loss,
FSD,Joe Foss Field,Sioux Falls,SD,2015,Passenger Property Loss,
FSD,Joe Foss Field,Sioux Falls,SD,2015,Property Damage,
FSD,Joe Foss Field,Sioux Falls,SD,2016,Passenger Property Loss,
FSD,Joe Foss Field,Sioux Falls,SD,2016,Property Damage,
FSD,Joe Foss Field,Sioux Falls,SD,2017,Passenger Property Loss,
FSM,Fort Smith Municipal,Fort Smith,AR,2013,Property Damage,$725.00
FSM,Fort Smith Municipal,Fort Smith,AR,2015,Property Damage,$0.00
FSM,Fort Smith Municipal,Fort Smith,AR,2016,Property Damage,$0.00
FWA,Ft. Wayne Municipal- Baer Field,Fort Wayne,IN,2013,Passenger Property Loss,$150.00
FWA,Ft. Wayne Municipal- Baer Field,Fort Wayne,IN,2013,Property Damage,"$25,483.44"
FWA,Ft. Wayne Municipal- Baer Field,Fort Wayne,IN,2014,Passenger Property Loss,$11.06
FWA,Ft. Wayne Municipal- Baer Field,Fort Wayne,IN,2014,Property Damage,$0.00
FWA,Ft. Wayne Municipal- Baer Field,Fort Wayne,IN,2015,Passenger Property Loss,
FWA,Ft. Wayne Municipal- Baer Field,Fort Wayne,IN,2015,Property Damage,$0.00
FWA,Ft. Wayne Municipal- Baer Field,Fort Wayne,IN,2016,Property Damage,$0.00
FWA,Ft. Wayne Municipal- Baer Field,Fort Wayne,IN,2017,Passenger Property Loss,
FWA,Ft. Wayne Municipal- Baer Field,Fort Wayne,IN,2017,Property Damage,$74.88
GBD,Great Bend Municipal Airport,Great Bend,KS,2013,Passenger Property Loss,$0.00
GCC,Gillette-Campbell County,Gillette,WY,2014,Motor Vehicle,$906.30
GCK,Garden City Municipal,Garden City,KS,2014,Passenger Property Loss,
GCK,Garden City Municipal,Garden City,KS,2015,Passenger Property Loss,$0.00
GCK,Garden City Municipal,Garden City,KS,2017,Passenger Property Loss,$146.00
GCK,Garden City Municipal,Garden City,KS,2017,Property Damage,
GEG,Spokane International,Spokane,WA,2013,Passenger Property Loss,$154.84
GEG,Spokane International,Spokane,WA,2013,Property Damage,"$2,715.82"
GEG,Spokane International,Spokane,WA,2014,Passenger Property Loss,$165.00
GEG,Spokane International,Spokane,WA,2014,Property Damage,$713.77
GEG,Spokane International,Spokane,WA,2015,Passenger Property Loss,$87.00
GEG,Spokane International,Spokane,WA,2015,Property Damage,$664.98
GEG,Spokane International,Spokane,WA,2016,Passenger Property Loss,$112.50
GEG,Spokane International,Spokane,WA,2016,Property Damage,$835.42
GEG,Spokane International,Spokane,WA,2017,Passenger Property Loss,$29.05
GEG,Spokane International,Spokane,WA,2017,Property Damage,$89.00
GFK,Grand Forks - Mark Andrews International,Grand Forks,ND,2013,Passenger Property Loss,$0.00
GFK,Grand Forks - Mark Andrews International,Grand Forks,ND,2013,Property Damage,$103.75
GFK,Grand Forks - Mark Andrews International,Grand Forks,ND,2014,Passenger Property Loss,$0.00
GFK,Grand Forks - Mark Andrews International,Grand Forks,ND,2015,Passenger Property Loss,$0.00
GGG,"Gregg County - Longview, TX",Longview,TX,2013,Passenger Property Loss,
GGG,"Gregg County - Longview, TX",Longview,TX,2013,Property Damage,$0.00
GGG,"Gregg County - Longview, TX",Longview,TX,2015,Passenger Property Loss,$0.00
GGG,"Gregg County - Longview, TX",Longview,TX,2015,Property Damage,$0.00
GGG,"Gregg County - Longview, TX",Longview,TX,2017,Passenger Property Loss,$10.00
GGG,"Gregg County - Longview, TX",Longview,TX,2017,Property Damage,
GJT,Walker Field,Grand Junction,CO,2013,Passenger Property Loss,$0.00
GJT,Walker Field,Grand Junction,CO,2014,Passenger Property Loss,
GJT,Walker Field,Grand Junction,CO,2014,Property Damage,$132.05
GJT,Walker Field,Grand Junction,CO,2015,Passenger Property Loss,$0.00
GJT,Walker Field,Grand Junction,CO,2015,Property Damage,$163.26
GJT,Walker Field,Grand Junction,CO,2016,Property Damage,$238.95
GJT,Walker Field,Grand Junction,CO,2017,Passenger Property Loss,
GJT,Walker Field,Grand Junction,CO,2017,Property Damage,
GLH,Mid Delta Regional,Greenville,MS,2013,Property Damage,$0.00
GNV,Gainesville Regional,Gainesville,FL,2013,Passenger Property Loss,
GNV,Gainesville Regional,Gainesville,FL,2013,Property Damage,
GNV,Gainesville Regional,Gainesville,FL,2014,Passenger Property Loss,
GNV,Gainesville Regional,Gainesville,FL,2014,Property Damage,$0.00
GNV,Gainesville Regional,Gainesville,FL,2016,Property Damage,$0.00
GNV,Gainesville Regional,Gainesville,FL,2017,Passenger Property Loss,$20.65
GNV,Gainesville Regional,Gainesville,FL,2017,Property Damage,
GPI,"Glacier Park Int., Kalispell, MT",Kalispell,MT,2013,Passenger Property Loss,$224.99
GPI,"Glacier Park Int., Kalispell, MT",Kalispell,MT,2013,Property Damage,$181.35
GPI,"Glacier Park Int., Kalispell, MT",Kalispell,MT,2014,Passenger Property Loss,$393.00
GPI,"Glacier Park Int., Kalispell, MT",Kalispell,MT,2014,Property Damage,
GPT,Gulfport-Biloxi International,Gulfport,MS,2013,Passenger Property Loss,$120.00
GPT,Gulfport-Biloxi International,Gulfport,MS,2013,Property Damage,$560.00
GPT,Gulfport-Biloxi International,Gulfport,MS,2014,Passenger Property Loss,
GPT,Gulfport-Biloxi International,Gulfport,MS,2014,Property Damage,$0.00
GPT,Gulfport-Biloxi International,Gulfport,MS,2015,Passenger Property Loss,$74.46
GPT,Gulfport-Biloxi International,Gulfport,MS,2015,Property Damage,$229.71
GPT,Gulfport-Biloxi International,Gulfport,MS,2016,Property Damage,$125.00
GPT,Gulfport-Biloxi International,Gulfport,MS,2017,Passenger Property Loss,$49.99
GPT,Gulfport-Biloxi International,Gulfport,MS,2017,Property Damage,
GPT,Gulfport-Biloxi International,Gulfport,MS,2017,Unknown,
GRB,Austin Straubel International,Green Bay,WI,2013,Passenger Property Loss,$0.00
GRB,Austin Straubel International,Green Bay,WI,2013,Property Damage,$18.48
GRB,Austin Straubel International,Green Bay,WI,2014,Passenger Property Loss,$0.00
GRB,Austin Straubel International,Green Bay,WI,2014,Property Damage,$79.99
GRB,Austin Straubel International,Green Bay,WI,2015,Property Damage,$25.00
GRB,Austin Straubel International,Green Bay,WI,2016,Property Damage,$0.00
GRB,Austin Straubel International,Green Bay,WI,2017,Passenger Property Loss,
GRI,Central Nebraska Regional,Grand Island,NE,2013,Passenger Property Loss,$0.00
GRI,Central Nebraska Regional,Grand Island,NE,2014,Passenger Property Loss,$0.00
GRI,Central Nebraska Regional,Grand Island,NE,2014,Property Damage,$0.00
GRI,Central Nebraska Regional,Grand Island,NE,2015,Property Damage,$55.00
GRI,Central Nebraska Regional,Grand Island,NE,2016,Passenger Property Loss,$0.00
GRK,Kileen - Ft. Hood Regional,Fort Hood/Killeen,TX,2013,Passenger Property Loss,$0.00
GRK,Kileen - Ft. Hood Regional,Fort Hood/Killeen,TX,2014,Passenger Property Loss,$7.91
GRK,Kileen - Ft. Hood Regional,Fort Hood/Killeen,TX,2014,Property Damage,$0.00
GRK,Kileen - Ft. Hood Regional,Fort Hood/Killeen,TX,2015,Passenger Property Loss,$0.00
GRK,Kileen - Ft. Hood Regional,Fort Hood/Killeen,TX,2015,Property Damage,$20.00
GRK,Kileen - Ft. Hood Regional,Fort Hood/Killeen,TX,2016,Passenger Property Loss,$0.00
GRK,Kileen - Ft. Hood Regional,Fort Hood/Killeen,TX,2016,Property Damage,
GRK,Kileen - Ft. Hood Regional,Fort Hood/Killeen,TX,2017,Passenger Property Loss,$38.52
GRK,Kileen - Ft. Hood Regional,Fort Hood/Killeen,TX,2017,Property Damage,$282.21
GRO,Rota,Rota Island,CQ,2015,Property Damage,
GRR,Gerald R. Ford International Airport,Grand Rapids,MI,2013,Passenger Property Loss,
GRR,Gerald R. Ford International Airport,Grand Rapids,MI,2013,Property Damage,$49.99
GRR,Gerald R. Ford International Airport,Grand Rapids,MI,2014,Passenger Property Loss,$0.00
GRR,Gerald R. Ford International Airport,Grand Rapids,MI,2014,Property Damage,"$1,554.67"
GRR,Gerald R. Ford International Airport,Grand Rapids,MI,2014,Unknown,
GRR,Gerald R. Ford International Airport,Grand Rapids,MI,2015,Passenger Property Loss,$45.95
GRR,Gerald R. Ford International Airport,Grand Rapids,MI,2015,Property Damage,$493.78
GRR,Gerald R. Ford International Airport,Grand Rapids,MI,2016,Passenger Property Loss,$119.73
GRR,Gerald R. Ford International Airport,Grand Rapids,MI,2016,Property Damage,$179.90
GRR,Gerald R. Ford International Airport,Grand Rapids,MI,2017,Passenger Property Loss,$22.63
GRR,Gerald R. Ford International Airport,Grand Rapids,MI,2017,Property Damage,
GSN,Saipan International,Saipan Island,CQ,2013,Property Damage,$0.00
GSO,Piedmont Triad International Airport,Greensboro,NC,2013,Passenger Property Loss,$307.03
GSO,Piedmont Triad International Airport,Greensboro,NC,2013,Property Damage,$139.74
GSO,Piedmont Triad International Airport,Greensboro,NC,2014,Passenger Property Loss,$0.00
GSO,Piedmont Triad International Airport,Greensboro,NC,2015,Passenger Property Loss,$78.20
GSO,Piedmont Triad International Airport,Greensboro,NC,2015,Property Damage,$295.50
GSO,Piedmont Triad International Airport,Greensboro,NC,2016,Passenger Property Loss,$140.00
GSO,Piedmont Triad International Airport,Greensboro,NC,2016,Property Damage,$70.61
GSO,Piedmont Triad International Airport,Greensboro,NC,2017,Motor Vehicle,
GSO,Piedmont Triad International Airport,Greensboro,NC,2017,Passenger Property Loss,
GSO,Piedmont Triad International Airport,Greensboro,NC,2017,Personal Injury,$166.19
GSO,Piedmont Triad International Airport,Greensboro,NC,2017,Property Damage,
GSP,Greenville-Spartanburg,Greer,SC,2013,Passenger Property Loss,$274.98
